,No. of Bedrooms,price_lack,price_per_square,city_Encoded,location_Encoded,cities,locations
7014,3.0,10500000,6176.470588235294,3,257,Hyderabad,Narsingi
7015,2.0,8400000,6567.630961688819,3,207,Hyderabad,Kukatpally
7017,2.0,4600000,3786.008230452675,3,297,Hyderabad,Pragati Nagar
7018,2.0,4300000,4095.2380952380954,3,294,Hyderabad,Pragathi Nagar
7019,3.0,8800000,6984.126984126984,3,106,Hyderabad,Gachibowli
7021,3.0,4810000,3700.0,3,443,Hyderabad,Yapral
7022,3.0,10500000,6176.470588235294,3,257,Hyderabad,Narsingi
7023,4.0,23000000,7443.365695792881,3,134,Hyderabad,Hitech City
7024,2.0,8400000,6593.406593406594,3,207,Hyderabad,Kukatpally
7025,2.0,8400000,6593.406593406594,3,207,Hyderabad,Kukatpally
7034,3.0,4500000,3989.3617021276596,3,294,Hyderabad,Pragathi Nagar
7036,3.0,10200000,5425.531914893617,3,399,Hyderabad,Tellapur
7040,4.0,23000000,7443.365695792881,3,134,Hyderabad,Hitech City
7041,4.0,23000000,7443.365695792881,3,134,Hyderabad,Hitech City
7042,4.0,23000000,7443.365695792881,3,134,Hyderabad,Hitech City
7043,3.0,8150000,4939.393939393939,3,373,Hyderabad,Serilingampally
7044,3.0,8200000,4969.69696969697,3,373,Hyderabad,Serilingampally
7045,3.0,8200000,4969.69696969697,3,373,Hyderabad,Serilingampally
7046,3.0,8200000,4969.69696969697,3,373,Hyderabad,Serilingampally
7047,3.0,8200000,4969.69696969697,3,373,Hyderabad,Serilingampally
7048,3.0,8200000,4969.69696969697,3,373,Hyderabad,Serilingampally
7049,3.0,8200000,4969.69696969697,3,373,Hyderabad,Serilingampally
7052,3.0,8150000,4939.393939393939,3,373,Hyderabad,Serilingampally
7053,3.0,8150000,4939.393939393939,3,373,Hyderabad,Serilingampally
7054,3.0,8200000,4969.69696969697,3,373,Hyderabad,Serilingampally
7055,3.0,8200000,4969.69696969697,3,373,Hyderabad,Serilingampally
7056,3.0,8200000,4969.69696969697,3,373,Hyderabad,Serilingampally
7057,3.0,8200000,4969.69696969697,3,373,Hyderabad,Serilingampally
7058,3.0,8200000,4969.69696969697,3,373,Hyderabad,Serilingampally
7061,3.0,8150000,4939.393939393939,3,373,Hyderabad,Serilingampally
7062,3.0,8150000,4939.393939393939,3,373,Hyderabad,Serilingampally
7063,3.0,8200000,4969.69696969697,3,373,Hyderabad,Serilingampally
7065,3.0,8200000,4969.69696969697,3,373,Hyderabad,Serilingampally
7068,2.0,8000000,6578.9473684210525,3,207,Hyderabad,Kukatpally
7069,2.0,9000000,6588.579795021962,3,207,Hyderabad,Kukatpally
7070,2.0,8000000,6578.9473684210525,3,207,Hyderabad,Kukatpally
7072,3.0,11299999,5577.49210266535,3,399,Hyderabad,Tellapur
7081,2.0,4500000,4500.0,3,263,Hyderabad,Nizampet
7082,3.0,6000000,3960.3960396039606,3,296,Hyderabad,Pragathi Nagar Road
7083,3.0,6000000,3960.3960396039606,3,296,Hyderabad,Pragathi Nagar Road
7084,2.0,8400000,6593.406593406594,3,207,Hyderabad,Kukatpally
7085,4.0,40000000,13961.605584642233,3,212,Hyderabad,Madhapur
7086,2.0,7317000,6712.844036697248,3,207,Hyderabad,Kukatpally
7087,3.0,11200000,5528.134254689043,3,399,Hyderabad,Tellapur
7092,3.0,15500000,6981.981981981982,3,253,Hyderabad,Nanakramguda
7097,2.0,4600000,4380.952380952381,3,107,Hyderabad,Gajularamaram
7098,3.0,6600000,4244.372990353698,3,107,Hyderabad,Gajularamaram
7100,3.0,21000000,8823.529411764706,3,134,Hyderabad,Hitech City
7101,3.0,6000000,4279.600570613409,3,126,Hyderabad,Happy Homes Colony
7103,3.0,4500000,4017.8571428571427,3,294,Hyderabad,Pragathi Nagar
7104,2.0,8400000,6567.630961688819,3,207,Hyderabad,Kukatpally
7105,2.0,8400000,6593.406593406594,3,207,Hyderabad,Kukatpally
7107,3.0,8000000,4848.484848484848,3,373,Hyderabad,Serilingampally
7110,3.0,9447000,5599.881446354475,3,399,Hyderabad,Tellapur
7115,2.0,9500000,6592.64399722415,3,207,Hyderabad,Kukatpally
7116,2.0,4070000,3700.0,3,443,Hyderabad,Yapral
7117,3.0,13700000,6372.093023255814,3,399,Hyderabad,Tellapur
7118,3.0,6000000,3960.3960396039606,3,295,Hyderabad,Pragathi Nagar Kukatpally
7120,3.0,6000000,3960.3960396039606,3,296,Hyderabad,Pragathi Nagar Road
7124,3.0,8150000,4939.393939393939,3,373,Hyderabad,Serilingampally
7125,3.0,16000000,8510.63829787234,3,195,Hyderabad,Kondapur
7126,2.0,8900000,6544.117647058823,3,207,Hyderabad,Kukatpally
7127,2.0,8000000,6578.9473684210525,3,207,Hyderabad,Kukatpally
7128,3.0,8766000,5699.609882964889,3,399,Hyderabad,Tellapur
7129,3.0,10700000,5572.916666666667,3,236,Hyderabad,Miyapur
7130,2.0,8573000,7204.201680672269,3,236,Hyderabad,Miyapur
7131,4.0,18400000,6290.598290598291,3,373,Hyderabad,Serilingampally
7132,3.0,8150000,4939.393939393939,3,373,Hyderabad,Serilingampally
7133,3.0,12400000,5767.441860465116,3,188,Hyderabad,Kokapet
7134,3.0,11200000,6607.669616519174,3,207,Hyderabad,Kukatpally
7141,2.0,5187000,4200.0,3,241,Hyderabad,Moula Ali
7145,2.0,4000000,4444.444444444444,3,435,Hyderabad,West Marredpally
7146,4.0,35000000,10606.060606060606,3,42,Hyderabad,Banjara Hills
7147,3.0,8000000,5201.560468140442,3,399,Hyderabad,Tellapur
7149,2.0,4179999,3799.9990909090907,3,295,Hyderabad,Pragathi Nagar Kukatpally
7150,3.0,8200000,4969.69696969697,3,373,Hyderabad,Serilingampally
7151,3.0,8200000,4969.69696969697,3,373,Hyderabad,Serilingampally
7152,2.0,4856000,4000.0,3,236,Hyderabad,Miyapur
7158,2.0,3700000,3523.809523809524,3,230,Hyderabad,Medchal
7162,3.0,4600000,3066.6666666666665,3,84,Hyderabad,Dammaiguda
7163,3.0,30000000,10000.0,3,158,Hyderabad,Jubilee Hills
7164,3.0,8100000,4909.090909090909,3,373,Hyderabad,Serilingampally
7165,4.0,29000000,8290.451686678101,3,134,Hyderabad,Hitech City
7167,2.0,4680000,3900.0,3,31,Hyderabad,Bachupally
7172,3.0,10900000,6851.0370835952235,3,207,Hyderabad,Kukatpally
7174,2.0,3148000,2998.095238095238,3,106,Hyderabad,Gachibowli
7175,3.0,6325000,3798.798798798799,3,106,Hyderabad,Gachibowli
7176,2.0,4748000,3798.4,3,106,Hyderabad,Gachibowli
7178,2.0,5652000,4500.0,3,391,Hyderabad,Suchitra
7179,2.0,4680000,3900.0,3,31,Hyderabad,Bachupally
7180,4.0,38700000,8958.333333333334,3,440,Hyderabad,Whitefields
7181,3.0,10000000,5763.688760806916,3,188,Hyderabad,Kokapet
7182,2.0,6500000,5652.173913043478,3,228,Hyderabad,Mayuri Nagar
7183,3.0,12400000,8266.666666666666,3,318,Hyderabad,Sanath Nagar
7185,3.0,7800000,5175.846051758461,3,188,Hyderabad,Kokapet
7186,3.0,8000000,5665.7223796033995,3,399,Hyderabad,Tellapur
7187,3.0,12500000,5787.037037037037,3,108,Hyderabad,Gandipet
7188,2.0,3500000,3333.3333333333335,3,84,Hyderabad,Dammaiguda
7189,1.0,2310000,4200.0,3,241,Hyderabad,Moula Ali
7190,2.0,7554000,6191.803278688524,3,195,Hyderabad,Kondapur
7191,2.0,4542000,4497.029702970297,3,107,Hyderabad,Gajularamaram
7192,2.0,7098999,6512.843119266055,3,207,Hyderabad,Kukatpally
7193,3.0,6931000,4457.2347266881025,3,107,Hyderabad,Gajularamaram
7194,3.0,11399999,6047.744827586207,3,195,Hyderabad,Kondapur
7195,3.0,11100000,6416.184971098266,3,207,Hyderabad,Kukatpally
7196,2.0,4158000,3600.0,3,32,Hyderabad,Bachupally Road
7197,3.0,8150000,4939.393939393939,3,373,Hyderabad,Serilingampally
7198,3.0,40000000,8000.0,3,2,Hyderabad,Adda Gutta
7199,1.0,2500000,4166.666666666667,3,238,Hyderabad,Miyapur HMT Swarnapuri Colony
7200,3.0,10500000,6562.5,3,71,Hyderabad,Central Excise Colony Hyderabad
7201,3.0,19300000,6892.857142857143,3,106,Hyderabad,Gachibowli
7202,3.0,16500000,6860.70686070686,3,106,Hyderabad,Gachibowli
7206,4.0,27000000,8059.701492537313,3,46,Hyderabad,Basheer Bagh
7207,3.0,9291000,5700.0,3,195,Hyderabad,Kondapur
7208,3.0,8150000,4939.393939393939,3,373,Hyderabad,Serilingampally
7209,4.0,42900000,12805.970149253732,3,42,Hyderabad,Banjara Hills
7210,2.0,6000000,4800.0,3,115,Hyderabad,Gopal Nagar
7211,2.0,4700000,4454.976303317536,3,415,Hyderabad,Uppal Kalan
7212,1.0,2200000,4000.0,3,98,Hyderabad,ECIL Main Road
7217,3.0,9100000,5078.125,3,399,Hyderabad,Tellapur
7218,4.0,29000000,8290.451686678101,3,134,Hyderabad,Hitech City
7220,4.0,13700000,4944.063514976543,3,40,Hyderabad,Bandlaguda Jagir
7221,3.0,9974000,6739.189189189189,3,188,Hyderabad,Kokapet
7222,3.0,20000000,8888.888888888889,3,22,Hyderabad,Ashok Nagar
7223,2.0,3000000,4285.714285714285,3,318,Hyderabad,Sanath Nagar
7227,3.0,11000000,6413.99416909621,3,45,Hyderabad,Barkatpura
7228,2.0,4950000,4500.0,3,224,Hyderabad,Manikonda
7229,3.0,21000000,8823.529411764706,3,195,Hyderabad,Kondapur
7230,3.0,6006000,4200.0,3,96,Hyderabad,ECIL
7231,2.0,2116000,2099.2063492063494,3,47,Hyderabad,Beeramguda
7232,2.0,4800000,3918.3673469387754,3,263,Hyderabad,Nizampet
7234,3.0,9638000,6100.0,3,134,Hyderabad,Hitech City
7237,2.0,8400000,6907.894736842105,3,207,Hyderabad,Kukatpally
7238,4.0,40700000,8480.933527818295,3,106,Hyderabad,Gachibowli
7241,5.0,45000000,10838.150289017341,3,106,Hyderabad,Gachibowli
7242,3.0,15000000,7142.857142857143,3,36,Hyderabad,Bagh Amberpet
7244,3.0,8300000,5197.244834063869,3,399,Hyderabad,Tellapur
7245,2.0,5200000,4333.333333333333,3,28,Hyderabad,BK Guda Internal Road
7246,1.0,15000000,15000.0,3,134,Hyderabad,Hitech City
7247,3.0,6340000,4000.0,3,98,Hyderabad,ECIL Main Road
7248,4.0,37000000,12231.404958677685,3,42,Hyderabad,Banjara Hills
7249,3.0,27000000,12465.373961218836,3,42,Hyderabad,Banjara Hills
7250,3.0,9200000,5679.0123456790125,3,107,Hyderabad,Gajularamaram
7251,3.0,10400000,3981.623277182236,3,443,Hyderabad,Yapral
7253,3.0,12000000,7142.857142857143,3,188,Hyderabad,Kokapet
7254,2.0,8000000,5714.285714285715,3,452,Hyderabad,new nallakunta
7255,3.0,4198000,2998.5714285714284,3,106,Hyderabad,Gachibowli
7256,3.0,6340000,4000.0,3,97,Hyderabad,ECIL Cross Road
7257,3.0,9500000,5864.197530864198,3,107,Hyderabad,Gajularamaram
7258,3.0,9500000,5864.197530864198,3,107,Hyderabad,Gajularamaram
7259,3.0,9500000,5864.197530864198,3,107,Hyderabad,Gajularamaram
7260,3.0,9500000,5864.197530864198,3,107,Hyderabad,Gajularamaram
7262,2.0,5800000,3945.578231292517,3,392,Hyderabad,Sun City
7263,3.0,6220000,4000.0,3,8,Hyderabad,Alwal
7265,2.0,5800000,3945.578231292517,3,139,Hyderabad,Hydershakote
7266,2.0,9400000,6911.764705882353,3,207,Hyderabad,Kukatpally
7267,3.0,4000000,2857.1428571428573,3,252,Hyderabad,Nallakunta
7268,2.0,4300000,3944.954128440367,3,263,Hyderabad,Nizampet
7270,2.0,8900000,6176.266481609993,3,207,Hyderabad,Kukatpally
7271,3.0,10500000,6051.873198847262,3,188,Hyderabad,Kokapet
7272,3.0,22000000,6811.145510835913,3,253,Hyderabad,Nanakramguda
7273,2.0,7800000,6136.900078678206,3,188,Hyderabad,Kokapet
7275,3.0,12000000,6896.551724137931,3,207,Hyderabad,Kukatpally
7280,2.0,4389000,3800.0,3,32,Hyderabad,Bachupally Road
7281,2.0,6500000,5327.868852459016,3,251,Hyderabad,Nallagandla Road
7282,2.0,10500000,7954.545454545455,3,195,Hyderabad,Kondapur
7283,4.0,21000000,6213.01775147929,3,188,Hyderabad,Kokapet
7284,4.0,45000000,10238.907849829351,3,253,Hyderabad,Nanakramguda
7285,3.0,12000000,6451.612903225807,3,250,Hyderabad,Nallagandla Gachibowli
7286,3.0,6200000,4133.333333333333,3,176,Hyderabad,Kapra
7288,4.0,40000000,13961.605584642233,3,212,Hyderabad,Madhapur
7289,5.0,45000000,10838.150289017341,3,106,Hyderabad,Gachibowli
7290,2.0,8522000,6710.236220472441,3,188,Hyderabad,Kokapet
7291,3.0,11200000,6455.3314121037465,3,188,Hyderabad,Kokapet
7292,3.0,11000000,6340.057636887608,3,188,Hyderabad,Kokapet
7293,2.0,11000000,9046.052631578947,3,207,Hyderabad,Kukatpally
7294,3.0,10900000,6210.826210826211,3,141,Hyderabad,IDPL Colony
7295,3.0,10500000,6306.306306306306,3,37,Hyderabad,Balanagar
7296,2.0,4600000,4070.7964601769913,3,294,Hyderabad,Pragathi Nagar
7297,2.0,5700000,5181.818181818182,3,207,Hyderabad,Kukatpally
7298,2.0,4872000,4200.0,3,96,Hyderabad,ECIL
7299,3.0,11299999,7583.891946308725,3,195,Hyderabad,Kondapur
7300,3.0,5000000,3846.153846153846,3,308,Hyderabad,Ramnagar Gundu
7301,3.0,4500000,3515.625,3,308,Hyderabad,Ramnagar Gundu
7302,2.0,4500000,4500.0,3,252,Hyderabad,Nallakunta
7305,5.0,35200000,8490.110950313556,3,106,Hyderabad,Gachibowli
7307,5.0,35200000,8490.110950313556,3,106,Hyderabad,Gachibowli
7308,5.0,35200000,8490.110950313556,3,106,Hyderabad,Gachibowli
7309,4.0,10900000,3791.304347826087,3,23,Hyderabad,Attapur
7310,4.0,22500000,8199.708454810496,3,268,Hyderabad,Padmarao Nagar
7311,3.0,10500000,4790.14598540146,3,195,Hyderabad,Kondapur
7312,1.0,2310000,4200.0,3,241,Hyderabad,Moula Ali
7313,4.0,27000000,10404.624277456647,3,212,Hyderabad,Madhapur
7314,3.0,15000000,8000.0,3,375,Hyderabad,Shaikpet
7315,3.0,7519000,5150.0,3,257,Hyderabad,Narsingi
7316,3.0,11200000,6666.666666666667,3,188,Hyderabad,Kokapet
7319,3.0,8200000,4969.69696969697,3,373,Hyderabad,Serilingampally
7320,3.0,6363000,4200.0,3,391,Hyderabad,Suchitra
7321,5.0,6500000,4333.333333333333,3,6,Hyderabad,Alkapur township
7323,3.0,7998000,4998.75,3,106,Hyderabad,Gachibowli
7324,2.0,8811000,5831.237590999338,3,250,Hyderabad,Nallagandla Gachibowli
7325,3.0,23000000,10742.643624474546,3,43,Hyderabad,Banjara Hills Road Number 12
7326,3.0,8624000,5164.071856287425,3,257,Hyderabad,Narsingi
7330,3.0,13300000,6887.622993267737,3,207,Hyderabad,Kukatpally
7331,3.0,11500000,6453.423120089787,3,207,Hyderabad,Kukatpally
7332,2.0,9400000,6523.247744621791,3,207,Hyderabad,Kukatpally
7333,2.0,9400000,6523.247744621791,3,207,Hyderabad,Kukatpally
7334,3.0,6363000,4200.0,3,391,Hyderabad,Suchitra
7336,3.0,12000000,6896.551724137931,3,207,Hyderabad,Kukatpally
7337,2.0,9382000,6898.529411764706,3,207,Hyderabad,Kukatpally
7339,3.0,11000000,6567.164179104478,3,73,Hyderabad,Chandanagar
7340,3.0,11000000,6376.811594202899,3,116,Hyderabad,Gopanpally
7341,2.0,5647000,4499.601593625498,3,247,Hyderabad,Nagole
7344,3.0,14000000,9302.32558139535,3,195,Hyderabad,Kondapur
7345,3.0,8150000,4939.393939393939,3,373,Hyderabad,Serilingampally
7346,2.0,7098999,6512.843119266055,3,207,Hyderabad,Kukatpally
7347,3.0,10900000,6430.678466076696,3,207,Hyderabad,Kukatpally
7348,2.0,8095000,6155.893536121673,3,195,Hyderabad,Kondapur
7349,3.0,11399999,6047.744827586207,3,195,Hyderabad,Kondapur
7350,2.0,5256000,4454.237288135593,3,107,Hyderabad,Gajularamaram
7351,3.0,6931000,4457.2347266881025,3,107,Hyderabad,Gajularamaram
7352,3.0,13500000,7812.5,3,106,Hyderabad,Gachibowli
7353,2.0,6000000,5046.257359125316,3,274,Hyderabad,Panchavati Colony Manikonda
7355,3.0,11500000,6453.423120089787,3,207,Hyderabad,Kukatpally
7356,3.0,11500000,6453.423120089787,3,207,Hyderabad,Kukatpally
7357,3.0,11000000,6340.057636887608,3,207,Hyderabad,Kukatpally
7358,3.0,10500000,4790.14598540146,3,195,Hyderabad,Kondapur
7361,3.0,15400000,8641.975308641975,3,207,Hyderabad,Kukatpally
7363,4.0,24500000,5073.5141851314975,3,106,Hyderabad,Gachibowli
7364,2.0,8823000,6898.3580922595775,3,207,Hyderabad,Kukatpally
7365,2.0,8389000,6898.848684210527,3,207,Hyderabad,Kukatpally
7366,2.0,9941000,6898.681471200555,3,207,Hyderabad,Kukatpally
7367,2.0,6180000,5150.0,3,257,Hyderabad,Narsingi
7370,2.0,5050000,4590.909090909091,3,193,Hyderabad,Kompally
7371,3.0,9300000,6326.530612244898,3,73,Hyderabad,Chandanagar
7372,3.0,13000000,7303.3707865168535,3,373,Hyderabad,Serilingampally
7373,3.0,18500000,7520.325203252032,3,224,Hyderabad,Manikonda
7374,3.0,17500000,6889.763779527559,3,188,Hyderabad,Kokapet
7375,2.0,6102000,5400.0,3,253,Hyderabad,Nanakramguda
7376,3.0,8070000,5397.993311036789,3,253,Hyderabad,Nanakramguda
7377,2.0,7533000,5400.0,3,253,Hyderabad,Nanakramguda
7378,2.0,6884999,5399.9992156862745,3,253,Hyderabad,Nanakramguda
7379,3.0,10800000,5760.0,3,188,Hyderabad,Kokapet
7380,4.0,17000000,6463.878326996198,3,188,Hyderabad,Kokapet
7381,4.0,17000000,6463.878326996198,3,188,Hyderabad,Kokapet
7382,4.0,61000000,12978.72340425532,3,158,Hyderabad,Jubilee Hills
7383,4.0,55800000,12976.744186046511,3,158,Hyderabad,Jubilee Hills
7384,3.0,8000000,4705.882352941177,3,399,Hyderabad,Tellapur
7385,4.0,18400000,6996.197718631179,3,188,Hyderabad,Kokapet
7387,2.0,3600000,3600.0,3,297,Hyderabad,Pragati Nagar
7388,2.0,3500000,3043.478260869565,3,32,Hyderabad,Bachupally Road
7392,2.0,9400000,6523.247744621791,3,207,Hyderabad,Kukatpally
7393,3.0,13300000,7777.777777777777,3,195,Hyderabad,Kondapur
7394,3.0,7998000,4998.75,3,253,Hyderabad,Nanakramguda
7395,3.0,10500000,5198.019801980198,3,195,Hyderabad,Kondapur
7396,4.0,32000000,10031.347962382446,3,212,Hyderabad,Madhapur
7410,2.0,6640000,5699.570815450644,3,195,Hyderabad,Kondapur
7411,3.0,6000000,3380.281690140845,3,40,Hyderabad,Bandlaguda Jagir
7412,3.0,16000000,9626.955475330926,3,106,Hyderabad,Gachibowli
7413,3.0,9558000,5400.0,3,253,Hyderabad,Nanakramguda
7414,4.0,29000000,8302.318923561408,3,134,Hyderabad,Hitech City
7416,3.0,6363000,4200.0,3,391,Hyderabad,Suchitra
7417,3.0,13500000,4795.737122557726,3,195,Hyderabad,Kondapur
7418,3.0,10500000,4792.332268370607,3,195,Hyderabad,Kondapur
7419,3.0,13500000,4799.146818343405,3,195,Hyderabad,Kondapur
7420,3.0,9517000,6200.0,3,188,Hyderabad,Kokapet
7421,3.0,9517000,6200.0,3,188,Hyderabad,Kokapet
7422,3.0,8903000,5800.0,3,188,Hyderabad,Kokapet
7423,4.0,16299999,6197.71825095057,3,188,Hyderabad,Kokapet
7424,4.0,16299999,6197.71825095057,3,188,Hyderabad,Kokapet
7425,4.0,16299999,6197.71825095057,3,188,Hyderabad,Kokapet
7426,4.0,16299999,6197.71825095057,3,188,Hyderabad,Kokapet
7427,4.0,15200000,5779.467680608365,3,188,Hyderabad,Kokapet
7428,4.0,15200000,5779.467680608365,3,188,Hyderabad,Kokapet
7429,4.0,15200000,5779.467680608365,3,188,Hyderabad,Kokapet
7430,4.0,15200000,5779.467680608365,3,188,Hyderabad,Kokapet
7431,4.0,15200000,5779.467680608365,3,188,Hyderabad,Kokapet
7432,4.0,15200000,5779.467680608365,3,188,Hyderabad,Kokapet
7433,4.0,15200000,5779.467680608365,3,188,Hyderabad,Kokapet
7434,4.0,15200000,5779.467680608365,3,188,Hyderabad,Kokapet
7435,5.0,35200000,8490.110950313556,3,106,Hyderabad,Gachibowli
7436,5.0,35200000,8490.110950313556,3,106,Hyderabad,Gachibowli
7437,5.0,35200000,8490.110950313556,3,106,Hyderabad,Gachibowli
7438,5.0,35200000,8490.110950313556,3,106,Hyderabad,Gachibowli
7439,4.0,62300000,12979.166666666666,3,158,Hyderabad,Jubilee Hills
7440,3.0,12500000,4794.783275795934,3,195,Hyderabad,Kondapur
7441,3.0,12000000,7817.589576547231,3,188,Hyderabad,Kokapet
7442,3.0,14500000,8381.502890173411,3,253,Hyderabad,Nanakramguda
7443,4.0,34000000,9742.120343839542,3,212,Hyderabad,Madhapur
7444,3.0,15000000,8178.844056706652,3,224,Hyderabad,Manikonda
7445,4.0,7200000,3555.5555555555557,3,237,Hyderabad,Miyapur Bachupally Road
7446,2.0,3700000,3700.0,3,296,Hyderabad,Pragathi Nagar Road
7447,3.0,9800000,6202.53164556962,3,134,Hyderabad,Hitech City
7448,3.0,13000000,4971.31931166348,3,106,Hyderabad,Gachibowli
7449,3.0,15800000,7211.319032405295,3,195,Hyderabad,Kondapur
7451,4.0,30000000,6818.181818181818,3,207,Hyderabad,Kukatpally
7452,2.0,7438000,5856.692913385827,3,250,Hyderabad,Nallagandla Gachibowli
7456,4.0,27000000,7830.626450116009,3,106,Hyderabad,Gachibowli
7457,3.0,12100000,6487.935656836461,3,134,Hyderabad,Hitech City
7458,3.0,7950000,5003.14663310258,3,8,Hyderabad,Alwal
7460,3.0,10500000,4792.332268370607,3,195,Hyderabad,Kondapur
7461,3.0,14500000,6387.665198237885,3,253,Hyderabad,Nanakramguda
7462,3.0,14000000,8668.7306501548,3,195,Hyderabad,Kondapur
7463,3.0,11200000,6418.338108882522,3,253,Hyderabad,Nanakramguda
7464,2.0,7500000,7812.5,3,253,Hyderabad,Nanakramguda
7466,3.0,16600000,6347.992351816443,3,253,Hyderabad,Nanakramguda
7467,3.0,13500000,4795.737122557726,3,195,Hyderabad,Kondapur
7468,3.0,13400000,4785.714285714285,3,195,Hyderabad,Kondapur
7469,3.0,12400000,4769.2307692307695,3,195,Hyderabad,Kondapur
7470,3.0,11700000,4771.615008156607,3,195,Hyderabad,Kondapur
7471,3.0,13500000,4795.737122557726,3,195,Hyderabad,Kondapur
7473,2.0,5500000,5238.0952380952385,3,124,Hyderabad,HMT Hills
7475,3.0,16000000,6299.212598425197,3,188,Hyderabad,Kokapet
7476,3.0,15000000,6944.444444444444,3,134,Hyderabad,Hitech City
7478,2.0,3900000,3391.304347826087,3,134,Hyderabad,Hitech City
7479,3.0,14800000,6534.216335540839,3,134,Hyderabad,Hitech City
7480,3.0,8000000,5333.333333333333,3,212,Hyderabad,Madhapur
7482,2.0,4600000,4181.818181818182,3,294,Hyderabad,Pragathi Nagar
7483,3.0,12100000,6453.333333333333,3,188,Hyderabad,Kokapet
7485,3.0,27000000,10285.714285714286,3,212,Hyderabad,Madhapur
7487,3.0,15000000,6289.308176100629,3,375,Hyderabad,Shaikpet
7488,3.0,11200000,6222.222222222223,3,253,Hyderabad,Nanakramguda
7489,3.0,20000000,7671.653241273494,3,195,Hyderabad,Kondapur
7490,4.0,29200000,9012.345679012345,3,212,Hyderabad,Madhapur
7491,4.0,25800000,9005.23560209424,3,212,Hyderabad,Madhapur
7492,2.0,4060000,3608.8888888888887,3,295,Hyderabad,Pragathi Nagar Kukatpally
7494,4.0,29700000,9000.0,3,42,Hyderabad,Banjara Hills
7497,3.0,9855000,5918.918918918919,3,250,Hyderabad,Nallagandla Gachibowli
7498,2.0,7536000,5957.312252964427,3,250,Hyderabad,Nallagandla Gachibowli
7499,3.0,9782000,3699.697428139183,3,253,Hyderabad,Nanakramguda
7502,5.0,18000000,4000.0,3,236,Hyderabad,Miyapur
7504,4.0,55000000,15942.028985507246,3,386,Hyderabad,Somajiguda
7505,2.0,3900000,3391.304347826087,3,212,Hyderabad,Madhapur
7506,2.0,3900000,3391.304347826087,3,47,Hyderabad,Beeramguda
7507,3.0,10700000,6045.197740112994,3,195,Hyderabad,Kondapur
7509,2.0,3800000,3877.5510204081634,3,64,Hyderabad,Bowenpally
7510,2.0,7500000,6276.150627615063,3,195,Hyderabad,Kondapur
7513,3.0,15000000,6756.756756756757,3,253,Hyderabad,Nanakramguda
7514,3.0,12600000,7914.572864321608,3,207,Hyderabad,Kukatpally
7516,5.0,32799999,7497.142628571429,3,212,Hyderabad,Madhapur
7521,2.0,5600000,4827.586206896552,3,245,Hyderabad,Nacharam
7522,3.0,11200000,6607.669616519174,3,207,Hyderabad,Kukatpally
7523,2.0,7317000,6712.844036697248,3,207,Hyderabad,Kukatpally
7524,2.0,11500000,9019.607843137255,3,106,Hyderabad,Gachibowli
7525,2.0,10200000,7555.555555555556,3,188,Hyderabad,Kokapet
7528,4.0,22700000,6967.4647022713325,3,253,Hyderabad,Nanakramguda
7529,2.0,5242000,4499.570815450644,3,236,Hyderabad,Miyapur
7533,4.0,14600000,4991.452991452991,3,373,Hyderabad,Serilingampally
7534,3.0,13000000,7602.339181286549,3,195,Hyderabad,Kondapur
7535,3.0,9782000,3671.921921921922,3,253,Hyderabad,Nanakramguda
7536,3.0,7400000,3700.0,3,253,Hyderabad,Nanakramguda
7538,2.0,4140000,3600.0,3,294,Hyderabad,Pragathi Nagar
7540,3.0,16500000,8684.21052631579,3,195,Hyderabad,Kondapur
7541,3.0,10000000,6329.113924050633,3,134,Hyderabad,Hitech City
7542,3.0,10500000,4790.14598540146,3,195,Hyderabad,Kondapur
7543,3.0,20500000,7899.80732177264,3,134,Hyderabad,Hitech City
7544,2.0,5760000,6000.0,3,132,Hyderabad,Himayat Nagar
7547,3.0,12200000,7031.700288184438,3,207,Hyderabad,Kukatpally
7548,2.0,9600000,7058.823529411765,3,207,Hyderabad,Kukatpally
7549,2.0,8500000,7036.423841059603,3,207,Hyderabad,Kukatpally
7550,3.0,12200000,7011.494252873563,3,207,Hyderabad,Kukatpally
7557,2.0,4320000,4000.0,3,8,Hyderabad,Alwal
7558,2.0,4850000,4754.901960784314,3,7,Hyderabad,Allwyn Colony
7559,2.0,4800000,4192.139737991266,3,237,Hyderabad,Miyapur Bachupally Road
7560,3.0,8031999,5099.681904761905,3,73,Hyderabad,Chandanagar
7561,3.0,10300000,6058.823529411765,3,207,Hyderabad,Kukatpally
