,No. of Bedrooms,price_lack,price_per_square,city_Encoded,location_Encoded,cities,locations
1371,3.0,12600000,7204.116638078902,0,259,Banglore,Nayandahalli
1372,3.0,12600000,7204.116638078902,0,259,Banglore,Nayandahalli
1373,3.0,12400000,7130.534790109258,0,259,Banglore,Nayandahalli
1374,3.0,10900000,6445.89000591366,0,160,Banglore,Junnasandra
1375,3.0,14000000,6451.612903225807,0,160,Banglore,Junnasandra
1376,3.0,10900000,6445.89000591366,0,160,Banglore,Junnasandra
1377,2.0,4751000,4149.344978165939,0,439,Banglore,Whitefield Hope Farm Junction
1378,2.0,4565000,4150.0,0,439,Banglore,Whitefield Hope Farm Junction
1382,3.0,13899999,8996.763106796116,0,30,Banglore,BTM Layout
1383,3.0,15500000,8959.537572254336,0,30,Banglore,BTM Layout
1385,3.0,13899999,8996.763106796116,0,30,Banglore,BTM Layout
1386,2.0,7600000,6124.093473005641,0,50,Banglore,Begur
1387,2.0,7300000,5925.324675324675,0,50,Banglore,Begur
1388,2.0,7450000,6101.556101556102,0,50,Banglore,Begur
1389,2.0,7300000,5983.606557377049,0,50,Banglore,Begur
1390,2.0,7000000,5785.123966942148,0,50,Banglore,Begur
1391,3.0,7950000,5781.818181818182,0,50,Banglore,Begur
1392,3.0,8350000,6103.801169590643,0,50,Banglore,Begur
1393,3.0,8250000,6000.0,0,50,Banglore,Begur
1394,3.0,8050000,5884.502923976608,0,50,Banglore,Begur
1395,3.0,7800000,5710.102489019034,0,50,Banglore,Begur
1396,3.0,7800000,5743.740795287187,0,50,Banglore,Begur
1397,2.0,7800000,6285.25382755842,0,50,Banglore,Begur
1398,2.0,7450000,6047.077922077922,0,50,Banglore,Begur
1405,2.0,4100000,4019.607843137255,0,61,Banglore,Bommasandra
1406,2.0,4200000,3981.042654028436,0,61,Banglore,Bommasandra
1407,1.0,3735000,4059.782608695652,0,61,Banglore,Bommasandra
1411,3.0,5100000,4047.6190476190477,0,61,Banglore,Bommasandra
1412,2.0,4000000,3940.886699507389,0,61,Banglore,Bommasandra
1413,2.0,4200000,3981.042654028436,0,61,Banglore,Bommasandra
1414,3.0,5075000,3964.84375,0,61,Banglore,Bommasandra
1416,2.0,4000000,3980.0995024875624,0,61,Banglore,Bommasandra
1425,3.0,15700000,8971.42857142857,0,30,Banglore,BTM Layout
1426,2.0,2876000,3649.746192893401,0,103,Banglore,Electronic City Phase 2
1427,2.0,2620000,3649.025069637883,0,103,Banglore,Electronic City Phase 2
1428,2.0,3668000,3649.7512437810947,0,103,Banglore,Electronic City Phase 2
1432,3.0,15700000,8971.42857142857,0,30,Banglore,BTM Layout
1433,2.0,2876000,3649.746192893401,0,103,Banglore,Electronic City Phase 2
1434,2.0,2620000,3649.025069637883,0,103,Banglore,Electronic City Phase 2
1435,2.0,3668000,3649.7512437810947,0,103,Banglore,Electronic City Phase 2
1436,3.0,4861000,3649.3993993993995,0,103,Banglore,Electronic City Phase 2
1437,2.0,4880000,4349.376114081996,0,136,Banglore,Horamavu
1439,3.0,5933000,3400.0,0,439,Banglore,Whitefield Hope Farm Junction
1440,3.0,5644000,3400.0,0,439,Banglore,Whitefield Hope Farm Junction
1441,3.0,11900000,6432.4324324324325,0,206,Banglore,Kudlu
1442,3.0,11800000,6378.378378378378,0,206,Banglore,Kudlu
1443,3.0,12200000,6594.594594594595,0,206,Banglore,Kudlu
1444,3.0,12100000,6540.540540540541,0,206,Banglore,Kudlu
1445,3.0,12500000,6756.756756756757,0,206,Banglore,Kudlu
1446,3.0,12100000,6540.540540540541,0,206,Banglore,Kudlu
1447,3.0,12300000,6648.648648648648,0,206,Banglore,Kudlu
1448,3.0,11500000,6216.216216216216,0,206,Banglore,Kudlu
1449,3.0,11900000,6432.4324324324325,0,206,Banglore,Kudlu
1450,2.0,4854000,4349.462365591397,0,136,Banglore,Horamavu
1451,2.0,4815000,4349.59349593496,0,136,Banglore,Horamavu
1452,2.0,5050000,4349.698535745048,0,136,Banglore,Horamavu
1453,2.0,4619000,4349.340866290019,0,136,Banglore,Horamavu
1454,2.0,4785000,4350.0,0,136,Banglore,Horamavu
1455,4.0,44900000,10089.887640449439,0,314,Banglore,Sahakar Nagar
1456,4.0,43400000,10069.605568445475,0,314,Banglore,Sahakar Nagar
1457,4.0,40300000,10075.0,0,314,Banglore,Sahakar Nagar
1458,2.0,4972000,4349.956255468066,0,136,Banglore,Horamavu
1459,2.0,4737000,4349.862258953168,0,136,Banglore,Horamavu
1460,3.0,8218000,5460.46511627907,0,103,Banglore,Electronic City Phase 2
1461,3.0,8370999,5453.4195439739415,0,103,Banglore,Electronic City Phase 2
1462,3.0,8039000,5468.707482993197,0,103,Banglore,Electronic City Phase 2
1463,2.0,5868000,5615.311004784689,0,103,Banglore,Electronic City Phase 2
1464,2.0,6021000,5600.930232558139,0,103,Banglore,Electronic City Phase 2
1465,2.0,7194000,5576.7441860465115,0,103,Banglore,Electronic City Phase 2
1466,2.0,7581000,5493.478260869565,0,103,Banglore,Electronic City Phase 2
1467,3.0,8137000,5554.266211604096,0,103,Banglore,Electronic City Phase 2
1468,3.0,19300000,10152.55128879537,0,225,Banglore,Marathahalli
1469,3.0,30900000,10201.386596236382,0,225,Banglore,Marathahalli
1470,3.0,17500000,12093.987560469937,0,142,Banglore,ITPL
1471,4.0,25000000,10902.747492368077,0,142,Banglore,ITPL
1476,2.0,5339000,5099.331423113658,0,405,Banglore,Thanisandra
1477,2.0,5253000,5100.0,0,405,Banglore,Thanisandra
1478,3.0,8088000,5099.621689785624,0,405,Banglore,Thanisandra
1479,3.0,7073000,5099.495313626532,0,405,Banglore,Thanisandra
1480,2.0,6395000,5099.681020733652,0,405,Banglore,Thanisandra
1481,3.0,7272000,5099.579242636746,0,405,Banglore,Thanisandra
1482,3.0,7109000,5099.713055954089,0,405,Banglore,Thanisandra
1483,3.0,7293000,5100.0,0,405,Banglore,Thanisandra
1484,3.0,7655000,5099.933377748168,0,405,Banglore,Thanisandra
1485,3.0,6808000,5099.625468164794,0,405,Banglore,Thanisandra
1486,3.0,11600000,6321.5258855585835,0,439,Banglore,Whitefield Hope Farm Junction
1487,3.0,11700000,6324.324324324324,0,439,Banglore,Whitefield Hope Farm Junction
1488,3.0,11700000,6290.322580645161,0,439,Banglore,Whitefield Hope Farm Junction
1489,3.0,11200000,6345.609065155807,0,439,Banglore,Whitefield Hope Farm Junction
1490,3.0,11500000,6284.153005464481,0,439,Banglore,Whitefield Hope Farm Junction
1491,3.0,11000000,6358.381502890174,0,439,Banglore,Whitefield Hope Farm Junction
1492,2.0,8800000,7364.016736401673,0,419,Banglore,Varthur
1493,3.0,15400000,6635.071090047393,0,419,Banglore,Varthur
1496,1.0,3024000,4200.0,0,206,Banglore,Kudlu
1497,2.0,5250000,4200.0,0,206,Banglore,Kudlu
1498,2.0,5145000,4200.0,0,206,Banglore,Kudlu
1499,2.0,4998000,4200.0,0,206,Banglore,Kudlu
1500,2.0,5040000,4200.0,0,206,Banglore,Kudlu
1501,2.0,4620000,4200.0,0,206,Banglore,Kudlu
1502,2.0,3420000,3000.0,0,103,Banglore,Electronic City Phase 2
1503,2.0,2820000,3000.0,0,103,Banglore,Electronic City Phase 2
1504,3.0,3960000,3000.0,0,103,Banglore,Electronic City Phase 2
1505,2.0,3479999,2999.9991379310345,0,103,Banglore,Electronic City Phase 2
1506,2.0,2880000,3000.0,0,103,Banglore,Electronic City Phase 2
1507,2.0,3180000,3000.0,0,103,Banglore,Electronic City Phase 2
1508,2.0,5100000,4473.684210526316,0,136,Banglore,Horamavu
1509,2.0,8800000,7364.016736401673,0,419,Banglore,Varthur
1510,3.0,15400000,6635.071090047393,0,419,Banglore,Varthur
1511,3.0,11000000,6646.525679758308,0,419,Banglore,Varthur
1513,3.0,8230000,5292.604501607717,0,163,Banglore,Kadugodi
1514,2.0,5400000,5625.0,0,419,Banglore,Varthur
1516,3.0,8500000,5466.237942122187,0,163,Banglore,Kadugodi
1517,3.0,8600000,5530.546623794212,0,163,Banglore,Kadugodi
1518,4.0,26200000,10076.923076923076,0,225,Banglore,Marathahalli
1519,4.0,36200000,10083.565459610028,0,225,Banglore,Marathahalli
1520,4.0,37500000,10132.396649554175,0,225,Banglore,Marathahalli
1521,4.0,31700000,10000.0,0,225,Banglore,Marathahalli
1522,4.0,28400000,10117.563234770218,0,225,Banglore,Marathahalli
1524,3.0,9999000,5259.863229879011,0,301,Banglore,RR Nagar
1525,3.0,25500000,13866.231647634584,0,199,Banglore,Koramangala
1526,4.0,34000000,13815.522145469322,0,199,Banglore,Koramangala
1527,2.0,17500000,14011.20896717374,0,199,Banglore,Koramangala
1528,4.0,34500000,13783.459848182181,0,199,Banglore,Koramangala
1529,2.0,19500000,14079.42238267148,0,199,Banglore,Koramangala
1530,2.0,8800000,7364.016736401673,0,419,Banglore,Varthur
1531,3.0,15400000,6635.071090047393,0,419,Banglore,Varthur
1532,3.0,11000000,6646.525679758308,0,419,Banglore,Varthur
1533,2.0,9277000,7276.078431372549,0,60,Banglore,Bommanahalli
1534,3.0,11600000,7182.66253869969,0,60,Banglore,Bommanahalli
1535,3.0,10900000,7194.7194719471945,0,60,Banglore,Bommanahalli
1536,3.0,10500000,7216.494845360825,0,60,Banglore,Bommanahalli
1537,3.0,9859000,7249.264705882353,0,60,Banglore,Bommanahalli
1538,1.0,4550000,4500.494559841741,0,142,Banglore,ITPL
1539,4.0,40400000,11487.06283764572,0,194,Banglore,Konanakunte
1540,3.0,33100000,11481.09608047173,0,194,Banglore,Konanakunte
1541,4.0,40199999,11492.281017724414,0,194,Banglore,Konanakunte
1542,4.0,41600000,11488.539077602873,0,194,Banglore,Konanakunte
1543,3.0,33600000,11471.491976783886,0,194,Banglore,Konanakunte
1544,3.0,32000000,11465.42457900394,0,194,Banglore,Konanakunte
1545,3.0,4800000,3664.1221374045804,0,103,Banglore,Electronic City Phase 2
1547,4.0,68700000,16950.40710584752,0,303,Banglore,Rajajinagar
1552,3.0,46100000,17214.339058999252,0,303,Banglore,Rajajinagar
1556,3.0,8370999,5453.4195439739415,0,103,Banglore,Electronic City Phase 2
1557,3.0,8039000,5468.707482993197,0,103,Banglore,Electronic City Phase 2
1558,2.0,5868000,5615.311004784689,0,103,Banglore,Electronic City Phase 2
1559,2.0,6021000,5600.930232558139,0,103,Banglore,Electronic City Phase 2
1560,2.0,7194000,5576.7441860465115,0,103,Banglore,Electronic City Phase 2
1561,2.0,7581000,5493.478260869565,0,103,Banglore,Electronic City Phase 2
1562,3.0,8137000,5554.266211604096,0,103,Banglore,Electronic City Phase 2
1566,1.0,4371000,4700.0,0,136,Banglore,Horamavu
1567,1.0,4371000,4700.0,0,136,Banglore,Horamavu
1568,1.0,4888000,4700.0,0,136,Banglore,Horamavu
1569,2.0,4582000,4699.48717948718,0,136,Banglore,Horamavu
1570,1.0,4371000,4700.0,0,136,Banglore,Horamavu
1571,1.0,4888000,4700.0,0,136,Banglore,Horamavu
1572,2.0,4582000,4699.48717948718,0,136,Banglore,Horamavu
1573,2.0,4831000,4699.416342412452,0,136,Banglore,Horamavu
1574,2.0,4845000,4699.321047526673,0,136,Banglore,Horamavu
1575,2.0,4855000,4699.903194578897,0,136,Banglore,Horamavu
1576,1.0,5200000,3695.806680881308,0,136,Banglore,Horamavu
1577,1.0,4163000,4600.0,0,306,Banglore,Ramamurthy Nagar
1578,1.0,4950000,4471.544715447155,0,142,Banglore,ITPL
1579,1.0,4738000,4600.0,0,306,Banglore,Ramamurthy Nagar
1580,2.0,6655000,5781.928757602085,0,150,Banglore,Jakkur
1581,2.0,7476000,5772.972972972973,0,150,Banglore,Jakkur
1582,3.0,9762000,5755.896226415094,0,150,Banglore,Jakkur
1583,3.0,9785000,5755.882352941177,0,150,Banglore,Jakkur
1584,3.0,17900000,6629.62962962963,0,300,Banglore,RMV
1585,3.0,16000000,8421.052631578947,0,314,Banglore,Sahakar Nagar
1586,3.0,16000000,8421.052631578947,0,314,Banglore,Sahakar Nagar
1587,3.0,16000000,8421.052631578947,0,314,Banglore,Sahakar Nagar
1588,3.0,16500000,8250.0,0,130,Banglore,Hebbal
1590,3.0,18500000,8409.09090909091,0,319,Banglore,Sanjaynagar
1608,4.0,68700000,16950.40710584752,0,303,Banglore,Rajajinagar
1609,3.0,9335000,6324.525745257452,0,50,Banglore,Begur
1610,3.0,8001000,6324.901185770751,0,50,Banglore,Begur
1611,3.0,9658000,6324.819908316961,0,50,Banglore,Begur
1613,3.0,11600000,6134.320465362242,0,160,Banglore,Junnasandra
1614,3.0,11399999,6073.521044219499,0,160,Banglore,Junnasandra
1615,3.0,11000000,5962.059620596206,0,160,Banglore,Junnasandra
1616,3.0,11500000,6091.1016949152545,0,160,Banglore,Junnasandra
1617,3.0,11700000,6183.932346723044,0,160,Banglore,Junnasandra
1618,3.0,10800000,6006.6740823136815,0,160,Banglore,Junnasandra
1619,3.0,11200000,6015.037593984963,0,160,Banglore,Junnasandra
1623,2.0,3800000,3800.0,0,87,Banglore,Devanahalli
1634,4.0,30500000,8481.646273637374,0,53,Banglore,Bellandur
1635,5.0,36000000,8492.569002123142,0,53,Banglore,Bellandur
1636,3.0,22599999,8477.118904726181,0,53,Banglore,Bellandur
1637,3.0,15700000,8971.42857142857,0,30,Banglore,BTM Layout
1638,3.0,13899999,8996.763106796116,0,30,Banglore,BTM Layout
1650,3.0,14700000,9514.563106796117,0,30,Banglore,BTM Layout
1660,3.0,13899999,8996.763106796116,0,30,Banglore,BTM Layout
1661,3.0,13899999,8996.763106796116,0,30,Banglore,BTM Layout
1662,3.0,13899999,8996.763106796116,0,30,Banglore,BTM Layout
1663,3.0,13899999,8996.763106796116,0,30,Banglore,BTM Layout
1664,3.0,13899999,8996.763106796116,0,30,Banglore,BTM Layout
1665,3.0,13899999,8996.763106796116,0,30,Banglore,BTM Layout
1672,3.0,8700000,5667.7524429967425,0,103,Banglore,Electronic City Phase 2
1673,2.0,6400000,5765.7657657657655,0,103,Banglore,Electronic City Phase 2
1675,2.0,7000000,6334.841628959276,0,148,Banglore,JP Nagar Phase 8
1676,3.0,27799999,8493.736327528262,0,53,Banglore,Bellandur
1677,3.0,22900000,8490.915832406377,0,53,Banglore,Bellandur
1678,5.0,45000000,8490.566037735849,0,53,Banglore,Bellandur
1679,4.0,30800000,8477.842003853564,0,53,Banglore,Bellandur
1680,5.0,45700000,8488.11292719168,0,53,Banglore,Bellandur
1681,5.0,36400000,8486.826766145954,0,53,Banglore,Bellandur
1683,4.0,113400000,22784.810126582277,0,309,Banglore,Richmond Town
1693,3.0,11399999,6192.286257468767,0,306,Banglore,Ramamurthy Nagar
1696,3.0,11500000,6153.023006955591,0,306,Banglore,Ramamurthy Nagar
1699,3.0,10100000,6870.748299319728,0,137,Banglore,Hosa Road
1700,3.0,10800000,6857.142857142857,0,137,Banglore,Hosa Road
1701,2.0,9446000,6945.588235294118,0,137,Banglore,Hosa Road
1702,3.0,11700000,6822.157434402332,0,137,Banglore,Hosa Road
1703,2.0,8306999,7016.0464527027025,0,137,Banglore,Hosa Road
1704,1.0,4883000,7454.961832061069,0,137,Banglore,Hosa Road
1705,3.0,11500000,6845.238095238095,0,137,Banglore,Hosa Road
1706,2.0,8378000,7010.878661087866,0,137,Banglore,Hosa Road
1707,1.0,5951000,7257.317073170731,0,137,Banglore,Hosa Road
1710,3.0,8205000,6277.735271614384,1,177,Chennai,Karapakkam
1711,1.0,2950000,5121.527777777777,1,231,Chennai,Mevalurkuppam
1712,3.0,7600000,6296.603148301574,1,189,Chennai,Kolapakkam
1715,3.0,6321000,4699.628252788104,1,299,Chennai,Puzhal
1718,2.0,6536000,5249.7991967871485,1,177,Chennai,Karapakkam
1722,3.0,9613000,6499.661933739013,1,239,Chennai,Mogappair
1723,3.0,7542000,4598.780487804878,1,380,Chennai,Sholinganallur
1725,2.0,2724000,4223.2558139534885,1,25,Chennai,Avadi
1728,3.0,8205000,6277.735271614384,1,177,Chennai,Karapakkam
1729,1.0,2950000,5121.527777777777,1,231,Chennai,Mevalurkuppam
1730,3.0,7600000,6296.603148301574,1,189,Chennai,Kolapakkam
1733,3.0,6321000,4699.628252788104,1,299,Chennai,Puzhal
1736,2.0,6536000,5249.7991967871485,1,177,Chennai,Karapakkam
1740,3.0,9613000,6499.661933739013,1,239,Chennai,Mogappair
1741,3.0,7542000,4598.780487804878,1,380,Chennai,Sholinganallur
1743,2.0,2724000,4223.2558139534885,1,25,Chennai,Avadi
1749,1.0,3500000,6505.576208178439,1,307,Chennai,Ramapuram
1751,2.0,2499000,3691.2850812407682,1,25,Chennai,Avadi
1761,2.0,2960000,3799.7432605905005,1,189,Chennai,Kolapakkam
1764,2.0,4998000,4494.604316546763,1,258,Chennai,Navallur
1768,3.0,3400000,3201.5065913371,1,179,Chennai,Kelambakkam
1771,3.0,10400000,6223.818073010174,1,407,Chennai,Thoraipakkam OMR
1773,2.0,5003000,5299.78813559322,1,380,Chennai,Sholinganallur
1785,3.0,17500000,7526.881720430108,1,258,Chennai,Navallur
1786,3.0,6800000,4895.608351331894,1,231,Chennai,Mevalurkuppam
1788,3.0,6409999,3998.751715533375,1,25,Chennai,Avadi
1790,3.0,5261000,4249.596122778676,1,283,Chennai,Perumbakkam
1791,3.0,6409999,3998.751715533375,1,25,Chennai,Avadi
1793,3.0,43000000,16975.917883932096,1,302,Chennai,Raja Annamalai Puram
1794,2.0,4153000,4499.458288190683,1,213,Chennai,Madhavaram
1796,2.0,3850000,4010.4166666666665,1,215,Chennai,Madipakkam
1801,2.0,2500000,3571.4285714285716,1,25,Chennai,Avadi
1804,3.0,9746000,5924.620060790274,1,380,Chennai,Sholinganallur
1805,3.0,6203000,4298.683298683299,1,283,Chennai,Perumbakkam
1812,2.0,9000000,7200.0,1,161,Chennai,K K Nagar
1816,2.0,13600000,16000.0,1,20,Chennai,Anna Nagar
1825,1.0,3306000,6144.981412639405,1,177,Chennai,Karapakkam
1826,3.0,8248999,6277.77701674277,1,177,Chennai,Karapakkam
1827,2.0,6447000,6277.507302823758,1,177,Chennai,Karapakkam
1828,3.0,8525000,6277.614138438881,1,177,Chennai,Karapakkam
1829,2.0,6428000,6277.34375,1,177,Chennai,Karapakkam
1830,4.0,16800000,6254.653760238272,1,177,Chennai,Karapakkam
1831,3.0,9799000,6277.386290839206,1,177,Chennai,Karapakkam
1832,3.0,8136000,6277.777777777777,1,177,Chennai,Karapakkam
1833,3.0,9831000,6277.777777777777,1,177,Chennai,Karapakkam
1834,3.0,11399999,6232.9136139967195,1,177,Chennai,Karapakkam
1835,3.0,9818000,6277.493606138108,1,177,Chennai,Karapakkam
1836,3.0,8462000,6277.448071216617,1,177,Chennai,Karapakkam
1837,3.0,12200000,6275.720164609053,1,177,Chennai,Karapakkam
1838,4.0,16500000,6250.0,1,177,Chennai,Karapakkam
1839,1.0,3372999,6143.896174863388,1,177,Chennai,Karapakkam
1840,4.0,16500000,6273.764258555133,1,177,Chennai,Karapakkam
1841,4.0,16399999,6269.112767584098,1,177,Chennai,Karapakkam
1842,3.0,10000000,6253.908692933083,1,177,Chennai,Karapakkam
1843,2.0,3990000,4666.666666666667,1,231,Chennai,Mevalurkuppam
1847,2.0,5500000,5876.068376068376,1,189,Chennai,Kolapakkam
1848,3.0,7550000,6403.731976251061,1,189,Chennai,Kolapakkam
1849,2.0,5735000,5804.655870445344,1,189,Chennai,Kolapakkam
1850,2.0,5560000,5821.989528795812,1,189,Chennai,Kolapakkam
1851,3.0,7700000,6290.849673202614,1,189,Chennai,Kolapakkam
1852,2.0,5580000,5824.634655532359,1,189,Chennai,Kolapakkam
1853,2.0,5520000,5822.784810126583,1,189,Chennai,Kolapakkam
1860,3.0,6495000,4699.710564399421,1,299,Chennai,Puzhal
1861,3.0,6791000,4699.653979238754,1,299,Chennai,Puzhal
1862,3.0,7289000,4699.548678272083,1,299,Chennai,Puzhal
1863,3.0,7642000,4699.876998769988,1,299,Chennai,Puzhal
1881,2.0,6504000,5249.394673123486,1,177,Chennai,Karapakkam
1882,3.0,8646000,5249.544626593807,1,177,Chennai,Karapakkam
1883,2.0,6452000,5249.79658258747,1,177,Chennai,Karapakkam
1884,3.0,8494000,5249.690976514215,1,177,Chennai,Karapakkam
1885,2.0,6441000,5249.388753056235,1,177,Chennai,Karapakkam
1886,2.0,6462000,5249.3907392363935,1,177,Chennai,Karapakkam
1887,2.0,6456999,5249.592682926829,1,177,Chennai,Karapakkam
1888,3.0,8421000,5250.0,1,177,Chennai,Karapakkam
1889,2.0,6342000,5250.0,1,177,Chennai,Karapakkam
1890,1.0,2766000,5248.576850094877,1,177,Chennai,Karapakkam
1891,3.0,9357000,5599.640933572711,1,407,Chennai,Thoraipakkam OMR
1892,3.0,8431000,5249.688667496886,1,177,Chennai,Karapakkam
1893,4.0,10200000,5582.922824302134,1,407,Chennai,Thoraipakkam OMR
1894,3.0,8473000,5249.690210656753,1,177,Chennai,Karapakkam
1895,2.0,6300000,5250.0,1,177,Chennai,Karapakkam
1896,3.0,8657000,5599.611901681759,1,407,Chennai,Thoraipakkam OMR
1897,3.0,8237000,5249.840662842575,1,177,Chennai,Karapakkam
1898,2.0,8131000,5599.862258953168,1,407,Chennai,Thoraipakkam OMR
1899,1.0,3013000,5249.128919860627,1,177,Chennai,Karapakkam
1900,1.0,3024000,5250.0,1,177,Chennai,Karapakkam
1901,2.0,7201000,5599.533437013997,1,407,Chennai,Thoraipakkam OMR
1902,2.0,6909000,5250.0,1,177,Chennai,Karapakkam
1903,3.0,8680000,5600.0,1,407,Chennai,Thoraipakkam OMR
1904,3.0,8158000,5249.67824967825,1,177,Chennai,Karapakkam
1905,2.0,7956999,5599.577058409571,1,407,Chennai,Thoraipakkam OMR
1906,1.0,2971000,5249.116607773852,1,177,Chennai,Karapakkam
1907,2.0,6762000,5250.0,1,177,Chennai,Karapakkam
1908,2.0,7218000,5599.689681923972,1,407,Chennai,Thoraipakkam OMR
1909,1.0,2982000,5250.0,1,177,Chennai,Karapakkam
1910,3.0,8205000,5249.520153550864,1,177,Chennai,Karapakkam
1911,3.0,8920000,5599.497802887633,1,407,Chennai,Thoraipakkam OMR
1912,2.0,6834999,5249.615207373272,1,177,Chennai,Karapakkam
1913,3.0,8556000,5599.476439790576,1,407,Chennai,Thoraipakkam OMR
1914,1.0,2961000,5250.0,1,177,Chennai,Karapakkam
1917,2.0,4140000,4500.0,1,242,Chennai,Mugalivakkam
1918,2.0,4284000,4500.0,1,242,Chennai,Mugalivakkam
1919,2.0,4275000,4500.0,1,242,Chennai,Mugalivakkam
1920,2.0,4009000,4499.438832772166,1,242,Chennai,Mugalivakkam
1921,2.0,4302000,4500.0,1,242,Chennai,Mugalivakkam
1922,2.0,4077000,4500.0,1,242,Chennai,Mugalivakkam
1923,2.0,4441000,4499.493414387031,1,242,Chennai,Mugalivakkam
1924,2.0,4468000,4499.496475327291,1,242,Chennai,Mugalivakkam
1925,2.0,4171000,4499.460625674218,1,242,Chennai,Mugalivakkam
1926,2.0,4239000,4500.0,1,242,Chennai,Mugalivakkam
1927,2.0,4189000,4499.462943071966,1,242,Chennai,Mugalivakkam
1928,2.0,3892000,4499.421965317919,1,242,Chennai,Mugalivakkam
1929,3.0,15000000,12919.896640826873,1,20,Chennai,Anna Nagar
1950,2.0,7527000,6500.0,1,239,Chennai,Mogappair
1951,2.0,6662000,6499.512195121952,1,239,Chennai,Mogappair
1952,3.0,10300000,6461.7314930991215,1,239,Chennai,Mogappair
1961,3.0,7542000,4598.780487804878,1,380,Chennai,Sholinganallur
1984,3.0,6967000,4598.679867986799,1,380,Chennai,Sholinganallur
1985,3.0,6967000,4598.679867986799,1,380,Chennai,Sholinganallur
1986,2.0,6506999,4598.585865724382,1,380,Chennai,Sholinganallur
1987,2.0,6506999,4598.585865724382,1,380,Chennai,Sholinganallur
2035,2.0,2499000,3691.2850812407682,1,25,Chennai,Avadi
2040,2.0,2500000,3692.7621861152143,1,25,Chennai,Avadi
2041,2.0,2750000,4062.0384047267357,1,25,Chennai,Avadi
2080,2.0,2520000,3722.304283604136,1,25,Chennai,Avadi
2081,1.0,2675000,3951.2555391432793,1,25,Chennai,Avadi
2082,2.0,2475000,3655.834564254062,1,25,Chennai,Avadi
2085,2.0,3347000,3799.0919409761636,1,189,Chennai,Kolapakkam
2091,3.0,8500000,5666.666666666667,1,123,Chennai,Guindy
2094,2.0,2475000,3655.834564254062,1,25,Chennai,Avadi
2095,2.0,2480000,3663.2200886262926,1,25,Chennai,Avadi
2096,2.0,2495000,3685.3766617429837,1,25,Chennai,Avadi
2099,2.0,2500000,3692.7621861152143,1,25,Chennai,Avadi
2100,2.0,2475000,3655.834564254062,1,25,Chennai,Avadi
2101,2.0,2475000,3655.834564254062,1,25,Chennai,Avadi
2102,2.0,2480000,3663.2200886262926,1,25,Chennai,Avadi
2103,2.0,2495000,3685.3766617429837,1,25,Chennai,Avadi
2108,2.0,2525000,3729.6898079763664,1,25,Chennai,Avadi
2109,1.0,2450000,4298.245614035088,1,25,Chennai,Avadi
2110,1.0,2460000,4315.789473684211,1,25,Chennai,Avadi
2123,1.0,2700000,3988.1831610044314,1,25,Chennai,Avadi
2127,2.0,2650000,3914.327917282127,1,25,Chennai,Avadi
2128,2.0,2675000,3951.2555391432793,1,25,Chennai,Avadi
2129,2.0,4841000,4494.893221912721,1,258,Chennai,Navallur
2130,2.0,4688000,4494.726749760307,1,258,Chennai,Navallur
2131,3.0,6054000,4494.432071269488,1,258,Chennai,Navallur
2132,3.0,5758000,4494.925839188134,1,258,Chennai,Navallur
2133,3.0,5937000,4494.322482967449,1,258,Chennai,Navallur
2134,3.0,6117000,4494.489346069066,1,258,Chennai,Navallur
2135,3.0,5816000,4494.590417310665,1,258,Chennai,Navallur
2136,2.0,4904000,4494.958753437214,1,258,Chennai,Navallur
2137,2.0,4665000,4494.219653179191,1,258,Chennai,Navallur
2138,2.0,4481000,4494.483450351053,1,258,Chennai,Navallur
2179,3.0,3400000,3201.5065913371,1,179,Chennai,Kelambakkam
2181,3.0,9548000,6499.659632402995,1,190,Chennai,Kolathur
2182,2.0,6396000,6500.0,1,190,Chennai,Kolathur
2183,3.0,9158000,6499.645138396026,1,190,Chennai,Kolathur
2184,2.0,6389000,6499.491353001017,1,190,Chennai,Kolathur
2185,2.0,6831000,6499.524262607041,1,190,Chennai,Kolathur
2186,2.0,6636000,6499.510284035259,1,190,Chennai,Kolathur
2187,2.0,6461000,6500.0,1,190,Chennai,Kolathur
2188,2.0,6565000,6500.0,1,190,Chennai,Kolathur
2189,3.0,8222000,6499.604743083004,1,190,Chennai,Kolathur
2190,2.0,6948000,6499.532273152479,1,190,Chennai,Kolathur
2191,2.0,6259000,6499.4807892004155,1,190,Chennai,Kolathur
2217,3.0,8353000,4237.950279046169,1,382,Chennai,Singaperumal Koil
2218,3.0,7252000,4546.7084639498435,1,382,Chennai,Singaperumal Koil
2219,4.0,11399999,6239.7367268746575,1,407,Chennai,Thoraipakkam OMR
2220,2.0,8037000,6249.611197511664,1,407,Chennai,Thoraipakkam OMR
2221,2.0,8881000,6249.824067558057,1,407,Chennai,Thoraipakkam OMR
2222,3.0,9956000,6249.843063402385,1,407,Chennai,Thoraipakkam OMR
2223,3.0,9550000,6250.0,1,407,Chennai,Thoraipakkam OMR
2224,4.0,9387000,4811.378780112763,1,380,Chennai,Sholinganallur
2235,3.0,4165000,3400.0,1,382,Chennai,Singaperumal Koil
2236,3.0,4165000,3400.0,1,382,Chennai,Singaperumal Koil
2237,2.0,3321000,3399.181166837257,1,382,Chennai,Singaperumal Koil
2238,2.0,3321000,3399.181166837257,1,382,Chennai,Singaperumal Koil
2242,2.0,4939000,5299.356223175966,1,380,Chennai,Sholinganallur
