,Area,Location,No. of Bedrooms,City,price_lack
7559,1145,Miyapur Bachupally Road,2.0,Hyderabad,4800000
7560,1575,Chandanagar,3.0,Hyderabad,8031999
7561,1700,Kukatpally,3.0,Hyderabad,10300000
7562,1730,Kukatpally,2.0,Hyderabad,10500000
7563,1090,Kukatpally,2.0,Hyderabad,6648999
7564,2300,BK Guda Road,3.0,Hyderabad,17000000
7565,3900,Banjara Hills,4.0,Hyderabad,41500000
7566,3765,Banjara Hills,4.0,Hyderabad,45100000
7567,2021,Ashok Nagar,3.0,Hyderabad,12700000
7568,2000,Nanakramguda,3.0,Hyderabad,7400000
7569,2220,Nanakramguda,3.0,Hyderabad,15000000
7570,2230,Nanakramguda,3.0,Hyderabad,15000000
7571,1834,Manikonda,3.0,Hyderabad,16200000
7572,4070,Madhapur,4.0,Hyderabad,42500000
7573,1834,Manikonda,3.0,Hyderabad,16000000
7574,4700,Kukatpally,4.0,Hyderabad,41000000
7575,1314,Manikonda,2.0,Hyderabad,10000000
7576,3355,Gachibowli,4.0,Hyderabad,26800000
7577,4146,Gachibowli,5.0,Hyderabad,33100000
7578,3448,Gachibowli,4.0,Hyderabad,27500000
7579,1200,Patancheru,3.0,Hyderabad,3200000
7580,1300,Patancheru,3.0,Hyderabad,3250000
7581,1600,DD Colony,3.0,Hyderabad,9000000
7583,1515,Pragathi Nagar Kukatpally,3.0,Hyderabad,6800000
7584,1515,Pragathi Nagar Kukatpally,3.0,Hyderabad,6800000
7585,1515,Pragathi Nagar Kukatpally,3.0,Hyderabad,6800000
7586,1515,Pragathi Nagar Kukatpally,3.0,Hyderabad,6800000
7587,1515,Pragathi Nagar Kukatpally,3.0,Hyderabad,6800000
7588,1515,Pragathi Nagar Kukatpally,3.0,Hyderabad,6800000
7589,1515,Pragathi Nagar Kukatpally,3.0,Hyderabad,6800000
7590,1515,Pragathi Nagar Kukatpally,3.0,Hyderabad,6800000
7591,1515,Pragathi Nagar Kukatpally,3.0,Hyderabad,6800000
7592,1515,Pragathi Nagar Kukatpally,3.0,Hyderabad,6800000
7593,1515,Pragathi Nagar Kukatpally,3.0,Hyderabad,6800000
7594,1515,Pragathi Nagar Kukatpally,3.0,Hyderabad,6800000
7595,1515,Pragathi Nagar Kukatpally,3.0,Hyderabad,6800000
7596,1515,Pragathi Nagar Kukatpally,3.0,Hyderabad,6800000
7597,1515,Pragathi Nagar Kukatpally,3.0,Hyderabad,6800000
7598,1515,Pragathi Nagar Kukatpally,3.0,Hyderabad,6800000
7599,1515,Pragathi Nagar Kukatpally,3.0,Hyderabad,6800000
7600,1515,Pragathi Nagar Kukatpally,3.0,Hyderabad,6800000
7601,1513,Pragathi Nagar Kukatpally,3.0,Hyderabad,6800000
7602,1515,Pragathi Nagar Kukatpally,3.0,Hyderabad,6800000
7603,1557,Sanath Nagar,3.0,Hyderabad,11000000
7604,1300,Patancheru,3.0,Hyderabad,3100000
7605,2025,Sri Nagar Colony,3.0,Hyderabad,12500000
7606,1260,Sri Nagar Colony,2.0,Hyderabad,7800000
7607,1834,Manikonda,3.0,Hyderabad,14500000
7608,1580,Tellapur,3.0,Hyderabad,7200000
7609,1860,Nanakramguda,3.0,Hyderabad,14000000
7610,1005,financial District,2.0,Hyderabad,2211000
7611,1200,Beeramguda Road,2.0,Hyderabad,3500000
7612,1057,Bandlaguda Jagir,2.0,Hyderabad,3000000
7613,2122,Ashok Nagar,3.0,Hyderabad,13300000
7614,910,Patancheru,2.0,Hyderabad,3200000
7615,1375,Pati,3.0,Hyderabad,4000000
7616,1001,Nagole,2.0,Hyderabad,2002000
7617,2000,Kondapur,3.0,Hyderabad,10000000
7618,1615,Kondapur,3.0,Hyderabad,14000000
7619,3085,Jubilee Hills,3.0,Hyderabad,40000000
7620,2250,Hitech City,4.0,Hyderabad,17000000
7621,3195,Kondapur,3.0,Hyderabad,21500000
7622,1735,Kokapet,3.0,Hyderabad,9542000
7623,3450,Madhapur,4.0,Hyderabad,33500000
7624,1500,Kondapur,3.0,Hyderabad,8200000
7625,1175,Bachupally Road,2.0,Hyderabad,4230000
7626,1155,Bachupally Road,2.0,Hyderabad,4158000
7627,910,Patancheru,2.0,Hyderabad,3300000
7628,1005,Karimnagar,2.0,Hyderabad,3500000
7629,1150,Bagh Amberpet,2.0,Hyderabad,5500000
7630,1002,Miyapur,2.0,Hyderabad,3507000
7631,1013,Miyapur,2.0,Hyderabad,3545000
7632,1005,Miyapur,2.0,Hyderabad,3517000
7633,1007,Miyapur,2.0,Hyderabad,3524000
7634,1012,Miyapur,2.0,Hyderabad,3542000
7635,1010,Nagole,2.0,Hyderabad,2020000
7636,1400,Nagole,3.0,Hyderabad,2800000
7637,1665,Kollur Road,3.0,Hyderabad,5700000
7638,1002,Medchal,2.0,Hyderabad,4008000
7639,2200,Chaitanyapuri,3.0,Hyderabad,9300000
7640,2000,Chaitanyapuri,3.0,Hyderabad,9200000
7641,1600,Chaitanyapuri,3.0,Hyderabad,9300000
7642,1691,Chaitanyapuri,3.0,Hyderabad,9300000
7643,1500,Chaitanyapuri,3.0,Hyderabad,9300000
7644,1175,Pragathi Nagar Kukatpally,2.0,Hyderabad,3600000
7645,1600,Chandanagar,3.0,Hyderabad,8460000
7646,1150,Chandanagar,2.0,Hyderabad,6165000
7647,1230,Kukatpally,2.0,Hyderabad,6895999
7648,1090,Kukatpally,2.0,Hyderabad,6168000
7649,1190,Miyapur,2.0,Hyderabad,8692000
7650,1920,Miyapur,3.0,Hyderabad,10700000
7651,1905,Miyapur,3.0,Hyderabad,10700000
7652,1295,Kondapur,2.0,Hyderabad,11200000
7653,3380,Kokapet,4.0,Hyderabad,22500000
7654,3615,Somajiguda,4.0,Hyderabad,27100000
7655,2600,Nandagiri Hills,3.0,Hyderabad,22100000
7656,2100,Whitefield,3.0,Hyderabad,10900000
7657,3025,Film Nagar,3.0,Hyderabad,28700000
7658,2600,Nandagiri Hills,3.0,Hyderabad,22100000
7659,3590,Sri Nagar Colony,3.0,Hyderabad,39400000
7660,3590,Sri Nagar Colony,3.0,Hyderabad,39400000
7661,3875,Somajiguda,3.0,Hyderabad,29000000
7662,4290,Somajiguda,3.0,Hyderabad,32100000
7663,1765,Balanagar,3.0,Hyderabad,6354000
7664,1940,Balanagar,3.0,Hyderabad,6984000
7665,2445,Jubilee Hills,3.0,Hyderabad,16500000
7666,1830,Kokapet,3.0,Hyderabad,12000000
7667,1125,Kismatpur,4.0,Hyderabad,5000000
7668,1300,Patancheru,3.0,Hyderabad,3200000
7669,910,Patancheru,2.0,Hyderabad,3250000
7670,1550,Pati,3.0,Hyderabad,4750000
7671,1650,Patancheru,3.0,Hyderabad,4800000
7672,1650,Patancheru,3.0,Hyderabad,4800000
7673,1475,Pati,3.0,Hyderabad,4550000
7674,1475,Pati,3.0,Hyderabad,4150000
7675,1500,Patancheru,2.0,Hyderabad,3550000
7676,1550,Pati,3.0,Hyderabad,4450000
7677,1400,Pati,3.0,Hyderabad,3900000
7678,1350,Patancheru,2.0,Hyderabad,3800000
7679,1475,Pati,3.0,Hyderabad,4250000
7680,1650,Pati,3.0,Hyderabad,4850000
7681,1375,Patancheru,2.0,Hyderabad,4050000
7682,1475,Pati,3.0,Hyderabad,4500000
7683,1000,Dr A S Rao Nagar Rd,2.0,Hyderabad,4800000
7684,1950,Tellapur,3.0,Hyderabad,8600000
7685,1535,Kondapur,3.0,Hyderabad,8749000
7686,1550,KPHB,3.0,Hyderabad,8300000
7687,1510,Vivekananda Nagar Colony,3.0,Hyderabad,8700000
7688,920,Boduppal,3.0,Hyderabad,4000000
7689,1742,Gachibowli,3.0,Hyderabad,13700000
7690,3765,Banjara Hills,4.0,Hyderabad,57500000
7691,2750,Gachibowli,3.0,Hyderabad,16500000
7692,1160,Ameenpur,2.0,Hyderabad,4582000
7693,2450,Manikonda,4.0,Hyderabad,11200000
7694,4700,Jubilee Hills,4.0,Hyderabad,55000000
7695,1100,LB Nagar,2.0,Hyderabad,4600000
7696,1250,financial District,2.0,Hyderabad,3375000
7697,1250,Kollur Road,2.0,Hyderabad,4300000
7698,1006,Miyapur,2.0,Hyderabad,3521000
7699,1200,Kollur Road,2.0,Hyderabad,4500000
7700,1250,Kollur Road,2.0,Hyderabad,4250000
7701,1250,Kollur Road,2.0,Hyderabad,4600000
7702,1205,Kollur Road,2.0,Hyderabad,4217000
7703,1206,Kollur Road,2.0,Hyderabad,4221000
7704,1208,Kollur,2.0,Hyderabad,4228000
7705,1202,Kollur Road,2.0,Hyderabad,4207000
7706,1203,Kollur Road,2.0,Hyderabad,4210000
7707,1104,Kondapur,2.0,Hyderabad,4968000
7708,1600,Kondapur,3.0,Hyderabad,7200000
7709,1242,Kollur Road,2.0,Hyderabad,4469000
7710,1210,Aminpur,2.0,Hyderabad,3600000
7711,1630,Dammaiguda,3.0,Hyderabad,5200000
7712,990,Dammaiguda,2.0,Hyderabad,3200000
7713,1450,Bachupally,3.0,Hyderabad,6500000
7714,950,Ring Road,2.0,Hyderabad,2900000
7715,1050,Hyder Nagar,2.0,Hyderabad,4830000
7716,1400,Saket,2.0,Hyderabad,19500000
7717,1050,Hyder Nagar,2.0,Hyderabad,5200000
7718,1200,Begumpet,2.0,Hyderabad,7800000
7719,4150,Kavuri Hills,4.0,Hyderabad,26000000
7720,1500,Sun City,5.0,Hyderabad,3700000
7721,1530,Madhapur,3.0,Hyderabad,9800000
7722,1250,Ashok Nagar,3.0,Hyderabad,10500000
7723,1296,manneguda,2.0,Hyderabad,4276000
7724,998,Shaikpet,2.0,Hyderabad,3400000
7725,1850,Moti Nagar,4.0,Hyderabad,9800000
7726,1115,Miyapur,2.0,Hyderabad,9500000
7727,2630,Hitech City,3.0,Hyderabad,21000000
7728,500,Sanath Nagar,2.0,Hyderabad,2800000
7729,1085,Hafeezpet,2.0,Hyderabad,6300000
7730,1325,Gachibowli,2.0,Hyderabad,5100000
7731,1200,Kollur Road,2.0,Hyderabad,4200000
7732,1201,Kollur Road,2.0,Hyderabad,4203000
7733,1260,Kollur Road,2.0,Hyderabad,4600000
7734,1103,Kondapur,2.0,Hyderabad,4963000
7735,1106,Kondapur,2.0,Hyderabad,4977000
7736,1360,Kukatpally,2.0,Hyderabad,9500000
7737,1740,Kukatpally,3.0,Hyderabad,12200000
7738,920,Boduppal,3.0,Hyderabad,4000000
7739,1200,AS Rao Nagar,2.0,Hyderabad,6000000
7740,1440,AS Rao Nagar,3.0,Hyderabad,5200000
7741,1010,Sainikpuri,2.0,Hyderabad,5500000
7742,1080,Sainikpuri,2.0,Hyderabad,4500000
7743,1950,Kompally,3.0,Hyderabad,6500000
7744,1834,Manikonda,3.0,Hyderabad,15000000
7745,2200,Shaikpet,3.0,Hyderabad,13500000
7746,1133,Shaikpet,2.0,Hyderabad,6900000
7747,1650,Serilingampally,3.0,Hyderabad,8200000
7748,2600,Jubilee Hills,3.0,Hyderabad,17500000
7749,500,Kokapet,2.0,Hyderabad,2750000
7750,1075,Usman Nagar,2.0,Hyderabad,4000000
7751,1100,new nallakunta,2.0,Hyderabad,5000000
7752,1120,Gachibowli,2.0,Hyderabad,9500000
7753,1200,Shadnagar,2.0,Hyderabad,3800000
7754,1200,Shadnagar,2.0,Hyderabad,4000000
7755,1120,Shadnagar,2.0,Hyderabad,3900000
7756,1295,Kondapur,2.0,Hyderabad,10000000
7757,1490,Kondapur,3.0,Hyderabad,12000000
7758,1270,Kokapet,2.0,Hyderabad,8255000
7759,1100,nizampet road,2.0,Hyderabad,3900000
7760,1050,Uppal,2.0,Hyderabad,4216000
7761,1978,Uppal,3.0,Hyderabad,7912000
7762,1360,Mailardevpally,3.0,Hyderabad,5900000
7763,2000,Kukatpally,3.0,Hyderabad,9500000
7764,3537,Jubilee Hills,3.0,Hyderabad,45000000
7765,1100,Suchitra,2.0,Hyderabad,4900000
7766,1935,Narsingi,3.0,Hyderabad,9500000
7767,1080,Tirumalgiri,2.0,Hyderabad,5700000
7768,1200,Tirumalgiri,2.0,Hyderabad,6000000
7769,1905,Chikkadapally,3.0,Hyderabad,15400000
7770,1570,Begumpet,3.0,Hyderabad,11299999
7771,1570,Begumpet,3.0,Hyderabad,11299999
7772,1800,Gachibowli,3.0,Hyderabad,10500000
7773,1700,Gachibowli,3.0,Hyderabad,10000000
7774,1600,Narsingi,3.0,Hyderabad,11500000
7775,1655,Narsingi,3.0,Hyderabad,10000000
7776,1800,Manikonda,3.0,Hyderabad,9800000
7777,1300,Manikonda,2.0,Hyderabad,6500000
7778,1207,Kollur Road,2.0,Hyderabad,4224000
7779,3430,Hitech City,4.0,Hyderabad,35800000
7780,2160,Gachibowli,3.0,Hyderabad,19500000
7781,3430,Hitech City,3.0,Hyderabad,36000000
7782,3430,Hitech City,4.0,Hyderabad,35800000
7783,2655,Madhapur,3.0,Hyderabad,27500000
7784,861,Hyder Nagar,2.0,Hyderabad,4500000
7785,3152,Miyapur,4.0,Hyderabad,17300000
7786,1650,Serilingampally,3.0,Hyderabad,8200000
7787,1550,JNTU,3.0,Hyderabad,8525000
7788,1030,hyderabad,2.0,Hyderabad,5200000
7789,3550,Shamshabad,3.0,Hyderabad,17500000
7790,2983,Srisailam Highway,4.0,Hyderabad,18000000
7791,2225,Kondapur,3.0,Hyderabad,19300000
7792,4160,Shaikpet,4.0,Hyderabad,35000000
7793,1900,Domalguda,3.0,Hyderabad,12500000
7794,1105,Domalguda,2.0,Hyderabad,7200000
7795,1150,Lingampalli,2.0,Hyderabad,3900000
7796,4600,Film Nagar,4.0,Hyderabad,46000000
7797,2120,Hitech City,3.0,Hyderabad,15000000
7798,2103,Kondapur,3.0,Hyderabad,12000000
7799,1760,Narsingi,3.0,Hyderabad,11000000
7800,1150,Allwyn Colony,2.0,Hyderabad,3900000
7801,1150,Lingampalli,2.0,Hyderabad,3900000
7802,1700,Jubilee Hills,3.0,Hyderabad,11000000
7803,2232,Kukatpally,3.0,Hyderabad,16500000
7804,1740,Kukatpally,3.0,Hyderabad,12200000
7805,1592,Kukatpally,3.0,Hyderabad,11500000
7806,1360,Kukatpally,2.0,Hyderabad,9500000
7807,1208,Kukatpally,2.0,Hyderabad,8400000
7808,1200,Bandlaguda Jagir,2.0,Hyderabad,3500000
7809,2160,Hitech City,3.0,Hyderabad,15200000
7810,1834,Manikonda,3.0,Hyderabad,14800000
7811,1650,Boduppal,3.0,Hyderabad,7500000
7812,1180,Whisper Valley,2.0,Hyderabad,4567000
7813,1200,Whisper Valley,2.0,Hyderabad,4650000
7814,1220,Whisper Valley,2.0,Hyderabad,4700000
7815,1180,Whisper Valley,2.0,Hyderabad,4567000
7816,1200,Whisper Valley,2.0,Hyderabad,4650000
7817,3975,Madhapur,5.0,Hyderabad,39800000
7818,2655,Madhapur,3.0,Hyderabad,27000000
7819,1160,Santoshnagar,3.0,Hyderabad,4700000
7820,1570,Tolichowki,2.0,Hyderabad,7065000
7821,1725,Begumpet,3.0,Hyderabad,12400000
7822,1725,Begumpet,3.0,Hyderabad,12400000
7823,1725,Begumpet,3.0,Hyderabad,12400000
7824,1725,Begumpet,3.0,Hyderabad,12400000
7825,1570,Begumpet,3.0,Hyderabad,11299999
7826,2644,Gachibowli,3.0,Hyderabad,9782000
7827,965,Uppal Kalan,2.0,Hyderabad,4400000
7828,1850,Manikonda,4.0,Hyderabad,8510000
7829,1000,Kokapet,2.0,Hyderabad,5500000
7830,1310,LB Nagar,3.0,Hyderabad,5700000
7831,2150,Domalguda Road,3.0,Hyderabad,15000000
7832,1150,Balanagar,2.0,Hyderabad,3900000
7833,1150,Gachibowli,2.0,Hyderabad,3900000
7834,1150,Kondapur,2.0,Hyderabad,3900000
7835,1150,Kukatpally,2.0,Hyderabad,3900000
7836,1150,KPHB,2.0,Hyderabad,3900000
7837,1945,Narsingi,3.0,Hyderabad,12500000
7838,1360,Kukatpally,2.0,Hyderabad,10500000
7839,1150,Balanagar,2.0,Hyderabad,3900000
7840,1150,Gachibowli,2.0,Hyderabad,3900000
7841,1150,Kondapur,2.0,Hyderabad,3900000
7842,1150,Kukatpally,2.0,Hyderabad,3900000
7843,1150,KPHB,2.0,Hyderabad,3900000
7844,1150,KPHB,2.0,Hyderabad,3900000
7845,1150,Nizampet,2.0,Hyderabad,3900000
7846,1150,Allwyn Colony,2.0,Hyderabad,3900000
7847,1150,Aminpur,2.0,Hyderabad,3900000
7848,1150,Bachupally,2.0,Hyderabad,3900000
7849,1150,Miyapur,2.0,Hyderabad,3900000
7850,1150,Chandanagar,2.0,Hyderabad,3900000
7851,1150,Patancheru,2.0,Hyderabad,3900000
7852,1150,Shankarpalli,2.0,Hyderabad,3900000
7853,1150,Mallampet,2.0,Hyderabad,3900000
7854,1269,Old Bowenpally,2.0,Hyderabad,6000000
7855,1200,Narsingi,2.0,Hyderabad,4876000
7856,1100,Narsingi,2.0,Hyderabad,4367000
7857,1150,Chandanagar,2.0,Hyderabad,3900000
7858,1150,Aminpur,2.0,Hyderabad,3900000
7859,1150,Miyapur,2.0,Hyderabad,3900000
7860,1150,Balanagar,2.0,Hyderabad,3900000
7861,1150,Gachibowli,2.0,Hyderabad,3900000
7862,1150,Hitech City,2.0,Hyderabad,3900000
7863,1150,Madhapur,2.0,Hyderabad,3900000
7864,1150,Kondapur,2.0,Hyderabad,3900000
7865,1150,KPHB,2.0,Hyderabad,3900000
7866,1200,Narsingi,2.0,Hyderabad,4876000
7867,1100,Narsingi,2.0,Hyderabad,4367000
7868,1600,Gopanpally,3.0,Hyderabad,7600000
7869,1510,Bolarum,3.0,Hyderabad,5587000
7870,1365,Bolarum,3.0,Hyderabad,5050000
7871,1691,Chaitanyapuri,3.0,Hyderabad,9300000
7872,1725,Begumpet,3.0,Hyderabad,12400000
7873,4070,Madhapur,4.0,Hyderabad,43500000
7874,3430,Madhapur,3.0,Hyderabad,35000000
7875,1100,Manikonda,2.0,Hyderabad,6300000
7876,1450,Tarnaka,3.0,Hyderabad,7000000
7877,3434,Gachibowli,4.0,Hyderabad,26500000
7878,1314,Manikonda,2.0,Hyderabad,9900000
7879,3474,Banjara Hills,4.0,Hyderabad,24000000
7880,4600,Jubilee Hills,4.0,Hyderabad,31000000
7881,1250,Kothapet,2.0,Hyderabad,6000000
7882,2100,Himayat Nagar,3.0,Hyderabad,12500000
7883,1150,Baghlingampally,2.0,Hyderabad,5500000
7884,4070,Madhapur,4.0,Hyderabad,42000000
7885,1695,Kukatpally,3.0,Hyderabad,9000000
7886,2460,Nanakramguda,3.0,Hyderabad,15500000
7887,2000,Kondapur,3.0,Hyderabad,11000000
7888,3695,Banjara Hills,4.0,Hyderabad,50000000
7889,2220,Nanakramguda,3.0,Hyderabad,15000000
7890,1822,Picket,3.0,Hyderabad,8500000
7891,1595,Sainikpuri,3.0,Hyderabad,5000000
7892,1535,East Marredpally,3.0,Hyderabad,12600000
7893,1665,Kollur,3.0,Hyderabad,5000000
7894,1278,Kukatpally,2.0,Hyderabad,11000000
7895,2600,Kukatpally,4.0,Hyderabad,18500000
7896,2500,Hitech City,3.0,Hyderabad,20000000
7897,1535,East Marredpally,3.0,Hyderabad,12600000
7898,2460,Nanakramguda,3.0,Hyderabad,15500000
7899,2270,Nanakramguda,3.0,Hyderabad,18000000
7900,1600,Nanakramguda,3.0,Hyderabad,12000000
7901,1000,Safilguda,2.0,Hyderabad,4000000
7902,1180,Nizampet,2.0,Hyderabad,4566000
7903,1100,Bachupally,2.0,Hyderabad,3829999
7904,3180,Gachibowli,3.0,Hyderabad,32000000
7905,1691,Chaitanyapuri,3.0,Hyderabad,9300000
7906,1691,Chaitanyapuri,3.0,Hyderabad,9300000
7907,1691,Chaitanyapuri,3.0,Hyderabad,9300000
7908,5440,Nanakramguda,4.0,Hyderabad,60000000
7909,2850,Jubilee Hills,3.0,Hyderabad,19800000
7910,3556,Banjara Hills,4.0,Hyderabad,27500000
7911,1300,Ashok Nagar,3.0,Hyderabad,5500000
7912,2566,Manikonda,4.0,Hyderabad,15000000
7913,1980,Sikh Village,3.0,Hyderabad,9000000
7914,1436,Old Bowenpally,3.0,Hyderabad,3500000
7915,4000,West Marredpally,4.0,Hyderabad,22000000
7916,1000,Neredmet,2.0,Hyderabad,3500000
7917,2644,Gachibowli,3.0,Hyderabad,9782000
7918,2813,Kothaguda,3.0,Hyderabad,13500000
7919,2815,Kothaguda,3.0,Hyderabad,13500000
7920,1300,Macha Bolarum,2.0,Hyderabad,4800000
7921,4320,Gopanpally,4.0,Hyderabad,40000000
7922,1450,Kukatpally,3.0,Hyderabad,9300000
7923,1331,Alkapur township,2.0,Hyderabad,7200000
7924,2650,Kothaguda,3.0,Hyderabad,17000000
7925,1570,Begumpet,3.0,Hyderabad,11299999
7926,2160,Hitech City,3.0,Hyderabad,14000000
7927,1580,Hitech City,3.0,Hyderabad,11200000
7928,2160,Hitech City,3.0,Hyderabad,15500000
7929,970,Manikonda,2.0,Hyderabad,5000000
7930,800,Kachiguda,2.0,Hyderabad,4000000
7931,1358,Himayat Nagar,3.0,Hyderabad,10000000
7932,1145,Nizampet,2.0,Hyderabad,3800000
7933,2000,Domalguda,3.0,Hyderabad,14000000
7934,2075,East Marredpally,3.0,Hyderabad,13400000
7935,1600,Malkajgiri,3.0,Hyderabad,7500000
7936,1230,Kowkur,2.0,Hyderabad,4000000
7937,1060,East Marredpally,2.0,Hyderabad,7200000
7938,3325,Gachibowli,3.0,Hyderabad,37500000
7939,1822,West Marredpally,3.0,Hyderabad,8500000
7940,2115,West Marredpally,3.0,Hyderabad,14000000
7941,880,Safilguda,2.0,Hyderabad,4000000
7942,925,Malkajgiri,2.0,Hyderabad,4600000
7943,1554,Yapral,3.0,Hyderabad,6200000
7944,4730,Banjara Hills,4.0,Hyderabad,61400000
7945,1725,Begumpet,3.0,Hyderabad,12400000
7946,1525,Begumpet,3.0,Hyderabad,11000000
7947,1525,Begumpet,3.0,Hyderabad,11000000
7948,3883,Kothaguda,4.0,Hyderabad,29500000
7949,5440,Nanakramguda,4.0,Hyderabad,57500000
7950,3031,Hitech City,4.0,Hyderabad,24000000
7951,1860,Nallagandla Gachibowli,3.0,Hyderabad,15500000
7952,1875,Puppalaguda,3.0,Hyderabad,7875000
7953,2008,Gachibowli,3.0,Hyderabad,7429000
7954,1290,Gopanpally,2.0,Hyderabad,8500000
7955,2160,Hitech City,3.0,Hyderabad,14000000
7956,1000,Rakshapuram,3.0,Hyderabad,3500000
7957,1150,Bachupally,2.0,Hyderabad,4140000
7958,1170,Nizampet,2.0,Hyderabad,4680000
7959,4305,Madhapur,4.0,Hyderabad,33000000
7960,2800,Kondapur,3.0,Hyderabad,13400000
7961,1500,west venkatapuram,3.0,Hyderabad,5700000
7962,1090,Kukatpally,2.0,Hyderabad,6277000
7963,1230,Kukatpally,2.0,Hyderabad,7019000
7964,1435,Kukatpally,3.0,Hyderabad,8105000
7965,1115,Miyapur,2.0,Hyderabad,8181999
7966,1945,Miyapur,3.0,Hyderabad,10900000
7967,1616,Vidyanagar Adikmet,3.0,Hyderabad,14000000
7968,1100,Suchitra,2.0,Hyderabad,4400000
7969,1300,Miyapur,2.0,Hyderabad,5200000
7970,2690,Gachibowli,3.0,Hyderabad,20000000
7971,2750,Gachibowli,3.0,Hyderabad,165000000
7972,1834,Manikonda,3.0,Hyderabad,14500000
7973,1091,Puppalaguda,2.0,Hyderabad,3500000
7974,1500,Aushapur,3.0,Hyderabad,7500000
7975,1500,Aushapur,3.0,Hyderabad,7500000
7976,1834,Manikonda,3.0,Hyderabad,15500000
7977,1920,Miyapur,3.0,Hyderabad,10700000
7978,1425,Miyapur,2.0,Hyderabad,10200000
7979,1220,Nizampet,2.0,Hyderabad,4700000
7980,1615,Boduppal,3.0,Hyderabad,7400000
7981,1540,Barkatpura,3.0,Hyderabad,8500000
7982,1400,East Marredpally,2.0,Hyderabad,6000000
7983,1200,Suchitra,2.0,Hyderabad,5200000
7984,1425,Old Alwal,3.0,Hyderabad,5500000
7985,1580,Secunderabad Railway Station Road,2.0,Hyderabad,6500000
7986,1844,Nallagandla Gachibowli,3.0,Hyderabad,9293000
7987,2120,Nallagandla Gachibowli,3.0,Hyderabad,10600000
7988,1000,KPHB,2.0,Hyderabad,6500000
7989,965,KPHB,2.0,Hyderabad,6000000
7990,2500,Rajendra Nagar,4.0,Hyderabad,19500000
7991,1100,Balapur,2.0,Hyderabad,4200000
7992,875,Karmanghat,2.0,Hyderabad,4000000
7993,1610,Hastinapur,3.0,Hyderabad,8000000
7994,1420,new nallakunta,3.0,Hyderabad,8520000
7995,2460,Nanakramguda,3.0,Hyderabad,17300000
7996,3250,Hitech City,4.0,Hyderabad,32500000
7997,1100,Yapral,2.0,Hyderabad,4070000
7998,1100,Yapral,2.0,Hyderabad,4070000
7999,1735,Kokapet,3.0,Hyderabad,11200000
8000,1510,Puppalaguda,2.0,Hyderabad,6342000
8001,1320,Puppalaguda,2.0,Hyderabad,5544000
8002,2175,Puppalaguda,3.0,Hyderabad,9135000
8003,1980,Puppalaguda,3.0,Hyderabad,8316000
8004,1560,Puppalaguda,3.0,Hyderabad,6552000
8005,2000,Puppalaguda,3.0,Hyderabad,8400000
8006,2005,Puppalaguda,3.0,Hyderabad,8421000
8007,1340,Puppalaguda,2.0,Hyderabad,5628000
8008,1880,Puppalaguda,3.0,Hyderabad,7895999
8009,1415,Puppalaguda,2.0,Hyderabad,5943000
8010,2180,Puppalaguda,3.0,Hyderabad,9156000
8011,2190,Puppalaguda,3.0,Hyderabad,9198000
8012,1600,Puppalaguda,3.0,Hyderabad,6720000
8013,2260,Hitech City,3.0,Hyderabad,17000000
8014,2015,Hitech City,3.0,Hyderabad,15000000
8015,1250,Kollur Road,2.0,Hyderabad,4500000
8016,1001,Miyapur,2.0,Hyderabad,3503000
8017,1551,chandrayangutta,3.0,Hyderabad,5600000
8018,3000,Jubilee Hills,3.0,Hyderabad,7500000
8019,1245,Kollur Road,2.0,Hyderabad,4600000
8020,1016,Barasat,3.0,Kolkata,2235000
8021,1111,Keshtopur,2.0,Kolkata,3665999
8022,1020,Rajarhat,2.0,Kolkata,3774000
8023,935,Narendrapur,2.0,Kolkata,2524000
8024,1956,New Town,3.0,Kolkata,8300000
8025,1179,Joka,3.0,Kolkata,3761000
8026,1107,Tangra,3.0,Kolkata,9727000
8027,1041,Sonarpur,3.0,Kolkata,3372999
8028,1174,Sonarpur,3.0,Kolkata,3990999
8029,1342,Madhyamgram,3.0,Kolkata,4629000
8030,2210,Dum Dum,4.0,Kolkata,13000000
8031,973,New Town,2.0,Kolkata,3611000
8032,735,New Town,2.0,Kolkata,3300000
8033,837,Tollygunge,2.0,Kolkata,3765999
8034,770,Ultadanga,2.0,Kolkata,3850000
8035,1377,New Alipore,3.0,Kolkata,9639000
8036,5000,Mukundapur,4.0,Kolkata,45000000
8037,1016,Barasat,3.0,Kolkata,2235000
8038,1111,Keshtopur,2.0,Kolkata,3665999
8039,1020,Rajarhat,2.0,Kolkata,3774000
8040,935,Narendrapur,2.0,Kolkata,2524000
8041,1956,New Town,3.0,Kolkata,8300000
8042,1179,Joka,3.0,Kolkata,3761000
8043,1107,Tangra,3.0,Kolkata,9727000
8044,1041,Sonarpur,3.0,Kolkata,3372999
8045,1174,Sonarpur,3.0,Kolkata,3990999
8046,1342,Madhyamgram,3.0,Kolkata,4629000
8047,2210,Dum Dum,4.0,Kolkata,13000000
8048,973,New Town,2.0,Kolkata,3611000
8049,735,New Town,2.0,Kolkata,3300000
8050,837,Tollygunge,2.0,Kolkata,3765999
8051,770,Ultadanga,2.0,Kolkata,3850000
8052,1377,New Alipore,3.0,Kolkata,9639000
8053,5000,Mukundapur,4.0,Kolkata,45000000
8054,1465,New Town,3.0,Kolkata,7500000
8055,755,New Town,2.0,Kolkata,2400000
