,Area,Location,No. of Bedrooms,City,price_lack
1900,576,Karapakkam,1.0,Chennai,3024000
1901,1286,Thoraipakkam OMR,2.0,Chennai,7201000
1902,1316,Karapakkam,2.0,Chennai,6909000
1903,1550,Thoraipakkam OMR,3.0,Chennai,8680000
1904,1554,Karapakkam,3.0,Chennai,8158000
1905,1421,Thoraipakkam OMR,2.0,Chennai,7956999
1906,566,Karapakkam,1.0,Chennai,2971000
1907,1288,Karapakkam,2.0,Chennai,6762000
1908,1289,Thoraipakkam OMR,2.0,Chennai,7218000
1909,568,Karapakkam,1.0,Chennai,2982000
1910,1563,Karapakkam,3.0,Chennai,8205000
1911,1593,Thoraipakkam OMR,3.0,Chennai,8920000
1912,1302,Karapakkam,2.0,Chennai,6834999
1913,1528,Thoraipakkam OMR,3.0,Chennai,8556000
1914,564,Karapakkam,1.0,Chennai,2961000
1915,1846,Mogappair,3.0,Chennai,11500000
1916,1850,Mogappair,3.0,Chennai,11500000
1917,920,Mugalivakkam,2.0,Chennai,4140000
1918,952,Mugalivakkam,2.0,Chennai,4284000
1919,950,Mugalivakkam,2.0,Chennai,4275000
1920,891,Mugalivakkam,2.0,Chennai,4009000
1921,956,Mugalivakkam,2.0,Chennai,4302000
1922,906,Mugalivakkam,2.0,Chennai,4077000
1923,987,Mugalivakkam,2.0,Chennai,4441000
1924,993,Mugalivakkam,2.0,Chennai,4468000
1925,927,Mugalivakkam,2.0,Chennai,4171000
1926,942,Mugalivakkam,2.0,Chennai,4239000
1927,931,Mugalivakkam,2.0,Chennai,4189000
1928,865,Mugalivakkam,2.0,Chennai,3892000
1929,1161,Anna Nagar,3.0,Chennai,15000000
1930,1500,Adyar,3.0,Chennai,27300000
1931,1437,Sholinganallur,3.0,Chennai,7784999
1932,1310,Sholinganallur,3.0,Chennai,7841000
1933,1006,Sholinganallur,2.0,Chennai,5663000
1934,1120,Sholinganallur,2.0,Chennai,6224000
1935,1119,Sholinganallur,2.0,Chennai,6219000
1936,1118,Sholinganallur,2.0,Chennai,6214000
1937,1004,Sholinganallur,2.0,Chennai,5778000
1938,1115,Sholinganallur,2.0,Chennai,6200000
1939,1114,Sholinganallur,2.0,Chennai,6195000
1940,1003,Sholinganallur,2.0,Chennai,5648000
1941,1094,Sholinganallur,2.0,Chennai,6245000
1942,1026,Sholinganallur,2.0,Chennai,5816000
1943,1103,Sholinganallur,2.0,Chennai,6141000
1944,1075,Sholinganallur,2.0,Chennai,6003000
1945,1073,Sholinganallur,2.0,Chennai,5993000
1946,1010,Sholinganallur,2.0,Chennai,5682000
1947,1009,Sholinganallur,2.0,Chennai,5678000
1948,1124,Sholinganallur,2.0,Chennai,6776000
1949,1133,Sholinganallur,2.0,Chennai,6853000
1950,1158,Mogappair,2.0,Chennai,7527000
1951,1025,Mogappair,2.0,Chennai,6662000
1952,1594,Mogappair,3.0,Chennai,10300000
1953,1106,Mugalivakkam,2.0,Chennai,6083000
1954,1816,Mugalivakkam,3.0,Chennai,10200000
1955,2096,Mugalivakkam,4.0,Chennai,11500000
1956,1557,Mugalivakkam,3.0,Chennai,8563000
1957,584,Mugalivakkam,1.0,Chennai,3211999
1958,1633,Mugalivakkam,3.0,Chennai,8981000
1959,598,Mugalivakkam,1.0,Chennai,3289000
1960,993,Mugalivakkam,2.0,Chennai,5461000
1961,1640,Sholinganallur,3.0,Chennai,7542000
1962,917,Medavakkam,2.0,Chennai,5226000
1963,1163,Medavakkam,3.0,Chennai,6629000
1964,979,Medavakkam,2.0,Chennai,5580000
1965,929,Medavakkam,2.0,Chennai,5295000
1966,906,East Tambaram,2.0,Chennai,5889000
1967,942,East Tambaram,2.0,Chennai,6123000
1968,1008,East Tambaram,2.0,Chennai,6552000
1969,1197,East Tambaram,3.0,Chennai,7780000
1970,1013,East Tambaram,2.0,Chennai,6584000
1971,1102,East Tambaram,3.0,Chennai,7163000
1972,913,East Tambaram,2.0,Chennai,5934000
1973,1571,Maduravoyal,3.0,Chennai,10200000
1974,1141,Maduravoyal,2.0,Chennai,7415000
1975,1040,Maduravoyal,2.0,Chennai,6758000
1976,1479,Maduravoyal,3.0,Chennai,9612000
1977,1116,Maduravoyal,2.0,Chennai,7252000
1978,1158,Maduravoyal,2.0,Chennai,7525000
1979,1026,Maduravoyal,2.0,Chennai,6667000
1980,1025,Maduravoyal,2.0,Chennai,6661000
1981,1594,Maduravoyal,3.0,Chennai,10300000
1982,1568,Maduravoyal,3.0,Chennai,10100000
1983,1067,Maduravoyal,2.0,Chennai,6934000
1984,1515,Sholinganallur,3.0,Chennai,6967000
1985,1515,Sholinganallur,3.0,Chennai,6967000
1986,1415,Sholinganallur,2.0,Chennai,6506999
1987,1415,Sholinganallur,2.0,Chennai,6506999
1988,541,Tiruvottiyur,1.0,Chennai,2529000
1989,544,Tiruvottiyur,1.0,Chennai,2542000
1990,742,Tiruvottiyur,2.0,Chennai,3404999
1991,740,Tiruvottiyur,2.0,Chennai,3397000
1992,540,Tiruvottiyur,1.0,Chennai,2525000
1993,739,Tiruvottiyur,2.0,Chennai,3392000
1994,586,Tiruvottiyur,1.0,Chennai,2725000
1995,724,Tiruvottiyur,2.0,Chennai,3327000
1996,583,Tiruvottiyur,1.0,Chennai,2710000
1997,550,Tiruvottiyur,1.0,Chennai,2567000
1998,745,Tiruvottiyur,2.0,Chennai,3418000
1999,582,Tiruvottiyur,1.0,Chennai,2708000
2000,546,Tiruvottiyur,1.0,Chennai,2550000
2001,747,Tiruvottiyur,2.0,Chennai,3427000
2002,572,Perungalathur,2.0,Chennai,2259000
2003,510,Perungalathur,1.0,Chennai,2014000
2004,702,Perungalathur,2.0,Chennai,2772000
2005,806,Perungalathur,2.0,Chennai,3183000
2006,706,Perungalathur,2.0,Chennai,2788000
2007,507,Perungalathur,1.0,Chennai,2002000
2008,701,Perungalathur,2.0,Chennai,2768000
2009,700,Perungalathur,2.0,Chennai,2765000
2010,821,Perungalathur,2.0,Chennai,3242000
2011,622,Perungalathur,2.0,Chennai,2456000
2012,620,Perungalathur,2.0,Chennai,2449000
2013,619,Perungalathur,2.0,Chennai,2445000
2014,627,Perungalathur,2.0,Chennai,2476000
2015,522,Perungalathur,1.0,Chennai,2061000
2016,614,Perungalathur,2.0,Chennai,2425000
2017,810,Perungalathur,2.0,Chennai,3199000
2018,519,Perungalathur,1.0,Chennai,2050000
2019,618,Perungalathur,2.0,Chennai,2441000
2020,952,East Tambaram,2.0,Chennai,5712000
2021,796,East Tambaram,2.0,Chennai,4776000
2022,1270,East Tambaram,3.0,Chennai,7620000
2023,930,East Tambaram,2.0,Chennai,5580000
2024,897,East Tambaram,2.0,Chennai,5382000
2025,1846,Mogappair,3.0,Chennai,13300000
2026,1306,Mogappair,2.0,Chennai,9500000
2027,1850,Mogappair,3.0,Chennai,13700000
2028,1092,Manapakkam,2.0,Chennai,6333000
2029,701,Manapakkam,2.0,Chennai,4065999
2030,778,Manapakkam,2.0,Chennai,4513000
2031,638,Poonamallee,1.0,Chennai,2743000
2032,550,Mudichur,1.0,Chennai,2089999
2033,2684,Saidapet,4.0,Chennai,33500000
2034,1733,Saidapet,3.0,Chennai,21600000
2035,677,Avadi,2.0,Chennai,2499000
2036,589,Pammal,1.0,Chennai,2827000
2037,976,Pammal,2.0,Chennai,4684000
2038,876,Pammal,2.0,Chennai,4204000
2039,1231,Pammal,3.0,Chennai,5908000
2040,677,Avadi,2.0,Chennai,2500000
2041,677,Avadi,2.0,Chennai,2750000
2042,884,Madipakkam,2.0,Chennai,4684000
2043,914,Madipakkam,2.0,Chennai,4843000
2044,830,Madipakkam,2.0,Chennai,4398000
2045,850,Poonamallee,2.0,Chennai,3442000
2046,850,Poonamallee,2.0,Chennai,3442000
2047,900,Poonamallee,2.0,Chennai,3554999
2048,900,Poonamallee,2.0,Chennai,3554999
2049,900,Poonamallee,2.0,Chennai,3554999
2050,850,Poonamallee,2.0,Chennai,3442000
2051,930,Poonamallee,2.0,Chennai,3627000
2052,930,Poonamallee,2.0,Chennai,3627000
2053,750,Pammal,2.0,Chennai,3675000
2054,1070,Pammal,2.0,Chennai,5243000
2055,951,West Tambaram,2.0,Chennai,6181000
2056,486,West Tambaram,1.0,Chennai,3159000
2057,922,West Tambaram,2.0,Chennai,5993000
2058,1251,West Tambaram,3.0,Chennai,8131000
2059,1070,West Tambaram,2.0,Chennai,6955000
2060,1001,Pallavaram,2.0,Chennai,5205000
2061,1050,Pallavaram,2.0,Chennai,5460000
2062,888,Pallavaram,2.0,Chennai,4617000
2063,1200,Pallavaram,3.0,Chennai,6240000
2064,1000,Alwarpet,2.0,Chennai,11500000
2065,1000,Adambakkam,2.0,Chennai,8000000
2066,725,Pammal,2.0,Chennai,3479999
2067,806,Pammal,2.0,Chennai,3868000
2068,756,Pammal,2.0,Chennai,3628000
2069,766,Pammal,2.0,Chennai,3676000
2070,1000,Madambakkam,2.0,Chennai,5000000
2071,1003,Madambakkam,2.0,Chennai,5015000
2072,1161,Madambakkam,3.0,Chennai,5805000
2073,898,Madambakkam,2.0,Chennai,4490000
2074,815,Perungudi,2.0,Chennai,5599000
2075,1250,Annanagar West,3.0,Chennai,17400000
2076,570,Thiruverkadu,2.0,Chennai,2500000
2077,570,Thiruverkadu,1.0,Chennai,2475000
2078,575,Thiruverkadu,1.0,Chennai,2480000
2079,1020,Maduravoyal,2.0,Chennai,5300000
2080,677,Avadi,2.0,Chennai,2520000
2081,677,Avadi,1.0,Chennai,2675000
2082,677,Avadi,2.0,Chennai,2475000
2083,900,Urapakkam,2.0,Chennai,3443000
2084,552,Urapakkam,1.0,Chennai,2003000
2085,881,Kolapakkam,2.0,Chennai,3347000
2086,700,Urapakkam,2.0,Chennai,2731000
2087,892,Avadi,2.0,Chennai,3700000
2088,840,tambaram west,2.0,Chennai,5000000
2089,900,Perungudi,2.0,Chennai,12000000
2090,1200,Perungudi,3.0,Chennai,10000000
2091,1500,Guindy,3.0,Chennai,8500000
2092,1100,Maduravoyal,2.0,Chennai,5750000
2093,1045,Maduravoyal,2.0,Chennai,5350000
2094,677,Avadi,2.0,Chennai,2475000
2095,677,Avadi,2.0,Chennai,2480000
2096,677,Avadi,2.0,Chennai,2495000
2097,1054,Avadi,2.0,Chennai,4200000
2098,1055,Avadi,2.0,Chennai,4230000
2099,677,Avadi,2.0,Chennai,2500000
2100,677,Avadi,2.0,Chennai,2475000
2101,677,Avadi,2.0,Chennai,2475000
2102,677,Avadi,2.0,Chennai,2480000
2103,677,Avadi,2.0,Chennai,2495000
2104,1054,Avadi,2.0,Chennai,4200000
2105,1055,Avadi,2.0,Chennai,4230000
2106,574,Avadi,1.0,Chennai,2295000
2107,892,Avadi,2.0,Chennai,3701000
2108,677,Avadi,2.0,Chennai,2525000
2109,570,Avadi,1.0,Chennai,2450000
2110,570,Avadi,1.0,Chennai,2460000
2111,1100,Thiruverkadu,1.0,Chennai,4300000
2112,915,Thiruverkadu,1.0,Chennai,4200000
2113,1000,Thiruverkadu,1.0,Chennai,4250000
2114,1200,Thiruverkadu,1.0,Chennai,4350000
2115,570,Thiruverkadu,1.0,Chennai,2400000
2116,550,Thiruverkadu,1.0,Chennai,2450000
2117,570,Thiruverkadu,1.0,Chennai,2490000
2118,550,Thiruverkadu,1.0,Chennai,2400000
2119,570,Thiruverkadu,1.0,Chennai,2485000
2120,570,Thiruverkadu,1.0,Chennai,2475000
2121,570,Thiruverkadu,1.0,Chennai,2500000
2122,575,Thiruverkadu,1.0,Chennai,2475000
2123,677,Avadi,1.0,Chennai,2700000
2124,570,Thiruverkadu,1.0,Chennai,2500000
2125,570,Thiruverkadu,1.0,Chennai,2475000
2126,570,Thiruverkadu,1.0,Chennai,2475000
2127,677,Avadi,2.0,Chennai,2650000
2128,677,Avadi,2.0,Chennai,2675000
2129,1077,Navallur,2.0,Chennai,4841000
2130,1043,Navallur,2.0,Chennai,4688000
2131,1347,Navallur,3.0,Chennai,6054000
2132,1281,Navallur,3.0,Chennai,5758000
2133,1321,Navallur,3.0,Chennai,5937000
2134,1361,Navallur,3.0,Chennai,6117000
2135,1294,Navallur,3.0,Chennai,5816000
2136,1091,Navallur,2.0,Chennai,4904000
2137,1038,Navallur,2.0,Chennai,4665000
2138,997,Navallur,2.0,Chennai,4481000
2139,994,Korattur,2.0,Chennai,6461000
2140,984,Korattur,2.0,Chennai,6396000
2141,994,Korattur,2.0,Chennai,6461000
2142,1031,Korattur,2.0,Chennai,6636000
2143,963,Korattur,2.0,Chennai,6259000
2144,963,Korattur,2.0,Chennai,6259000
2145,984,Korattur,2.0,Chennai,6396000
2146,983,Korattur,2.0,Chennai,6389000
2147,984,Anna Nagar,2.0,Chennai,6396000
2148,840,tambaram west,2.0,Chennai,5400000
2149,840,tambaram west,2.0,Chennai,5050000
2150,550,Chromepet,1.0,Chennai,3800000
2151,804,Pammal,2.0,Chennai,4020000
2152,950,Pammal,3.0,Chennai,4750000
2153,891,Pammal,2.0,Chennai,4455000
2154,604,Pammal,1.0,Chennai,3020000
2155,857,Pammal,2.0,Chennai,4285000
2156,773,Pammal,2.0,Chennai,3865000
2157,1005,Pammal,3.0,Chennai,5025000
2158,850,Pammal,2.0,Chennai,4250000
2159,845,tambaram west,2.0,Chennai,5070000
2160,975,tambaram west,2.0,Chennai,5850000
2161,550,Irumbuliyur,1.0,Chennai,3000000
2162,900,Poonamallee,2.0,Chennai,3510000
2163,930,Poonamallee,2.0,Chennai,3627000
2164,900,Poonamallee,2.0,Chennai,3510000
2165,550,Irumbuliyur,1.0,Chennai,2750000
2166,550,tambaram west,1.0,Chennai,2850000
2167,900,Chromepet,2.0,Chennai,6600000
2168,1069,Anna Nagar,2.0,Chennai,6948000
2169,994,Anna Nagar,2.0,Chennai,6461000
2170,983,Anna Nagar,2.0,Chennai,6389000
2171,984,Anna Nagar,2.0,Chennai,6396000
2172,994,Anna Nagar,2.0,Chennai,6461000
2173,994,Anna Nagar,2.0,Chennai,6461000
2174,994,Anna Nagar,2.0,Chennai,6461000
2175,983,Anna Nagar,2.0,Chennai,6389000
2176,983,Annanagar West,2.0,Chennai,6389000
2177,984,Anna Nagar,2.0,Chennai,6396000
2178,994,Anna Nagar,2.0,Chennai,6461000
2179,1062,Kelambakkam,3.0,Chennai,3400000
2180,880,tambaram west,2.0,Chennai,4831000
2181,1469,Kolathur,3.0,Chennai,9548000
2182,984,Kolathur,2.0,Chennai,6396000
2183,1409,Kolathur,3.0,Chennai,9158000
2184,983,Kolathur,2.0,Chennai,6389000
2185,1051,Kolathur,2.0,Chennai,6831000
2186,1021,Kolathur,2.0,Chennai,6636000
2187,994,Kolathur,2.0,Chennai,6461000
2188,1010,Kolathur,2.0,Chennai,6565000
2189,1265,Kolathur,3.0,Chennai,8222000
2190,1069,Kolathur,2.0,Chennai,6948000
2191,963,Kolathur,2.0,Chennai,6259000
2192,897,tambaram west,2.0,Chennai,3229000
2193,900,Thirumullaivoyal,2.0,Chennai,4000000
2194,1265,Korattur,3.0,Chennai,8222000
2195,983,Korattur,2.0,Chennai,6389000
2196,984,Korattur,2.0,Chennai,6396000
2197,1069,Korattur,2.0,Chennai,6948000
2198,1409,Korattur,3.0,Chennai,9158000
2199,984,Korattur,2.0,Chennai,6396000
2200,983,Korattur,2.0,Chennai,6389000
2201,1469,Korattur,3.0,Chennai,9548000
2202,983,Korattur,2.0,Chennai,6389000
2203,984,Korattur,2.0,Chennai,6396000
2204,1469,Korattur,3.0,Chennai,9548000
2205,1010,Korattur,2.0,Chennai,6565000
2206,1409,Korattur,3.0,Chennai,9158000
2207,963,Korattur,2.0,Chennai,6259000
2208,1021,Korattur,2.0,Chennai,6636000
2209,994,Korattur,2.0,Chennai,6461000
2210,1409,Korattur,3.0,Chennai,9158000
2211,1469,Korattur,3.0,Chennai,9548000
2212,1265,Korattur,3.0,Chennai,8222000
2213,1409,Korattur,3.0,Chennai,9158000
2214,1469,Korattur,3.0,Chennai,9548000
2215,1265,Korattur,3.0,Chennai,8222000
2216,1085,Velachery,2.0,Chennai,7052000
2217,1971,Singaperumal Koil,3.0,Chennai,8353000
2218,1595,Singaperumal Koil,3.0,Chennai,7252000
2219,1827,Thoraipakkam OMR,4.0,Chennai,11399999
2220,1286,Thoraipakkam OMR,2.0,Chennai,8037000
2221,1421,Thoraipakkam OMR,2.0,Chennai,8881000
2222,1593,Thoraipakkam OMR,3.0,Chennai,9956000
2223,1528,Thoraipakkam OMR,3.0,Chennai,9550000
2224,1951,Sholinganallur,4.0,Chennai,9387000
2225,1951,Sholinganallur,4.0,Chennai,9400000
2226,1191,Ayapakkam,3.0,Chennai,6500000
2227,591,Perambur,1.0,Chennai,3581000
2228,1180,Perambur,3.0,Chennai,7150000
2229,956,Perambur,2.0,Chennai,5793000
2230,657,Perambur,2.0,Chennai,3981000
2231,591,Perambur,1.0,Chennai,3581000
2232,1180,Perambur,3.0,Chennai,7150000
2233,956,Perambur,2.0,Chennai,5793000
2234,657,Perambur,2.0,Chennai,3981000
2235,1225,Singaperumal Koil,3.0,Chennai,4165000
2236,1225,Singaperumal Koil,3.0,Chennai,4165000
2237,977,Singaperumal Koil,2.0,Chennai,3321000
2238,977,Singaperumal Koil,2.0,Chennai,3321000
2239,900,Chromepet,2.0,Chennai,6948999
2240,895,Chromepet,2.0,Chennai,6912000
2241,875,Chromepet,2.0,Chennai,6765000
2242,932,Sholinganallur,2.0,Chennai,4939000
2243,1671,Thoraipakkam OMR,3.0,Chennai,10800000
2244,1286,Thoraipakkam OMR,2.0,Chennai,8494000
2245,1528,Thoraipakkam OMR,3.0,Chennai,10100000
2246,645,Avadi,2.0,Chennai,2724000
2247,1278,Kelambakkam,2.0,Chennai,4599000
2248,1705,Kelambakkam,3.0,Chennai,6136000
2249,1221,Kelambakkam,2.0,Chennai,4394000
2250,1586,Kelambakkam,3.0,Chennai,5708000
2251,1723,Kelambakkam,3.0,Chennai,6201000
2252,1529,Kelambakkam,3.0,Chennai,5502000
2253,1237,Kelambakkam,2.0,Chennai,4451000
2254,1666,Kelambakkam,3.0,Chennai,5995000
2255,1546,Thoraipakkam OMR,3.0,Chennai,9662000
2256,1452,Thoraipakkam OMR,2.0,Chennai,9075000
2257,1550,Thoraipakkam OMR,3.0,Chennai,9687000
2258,1444,Madipakkam,3.0,Chennai,9500000
2259,1444,Madipakkam,3.0,Chennai,9500000
2260,1541,Madipakkam,3.0,Chennai,10100000
2261,1541,Madipakkam,3.0,Chennai,10100000
2262,1395,Madipakkam,3.0,Chennai,9200000
2263,1395,Madipakkam,3.0,Chennai,9200000
2264,2500,Chetpet,3.0,Chennai,47500000
2265,1500,Chetpet,3.0,Chennai,21000000
2266,2102,Kilpauk,3.0,Chennai,29400000
2267,2062,Anna Nagar,3.0,Chennai,22000000
2268,2458,Chetpet,3.0,Chennai,33600000
2269,2062,Anna Nagar,3.0,Chennai,22000000
2270,2042,Kilpauk,3.0,Chennai,28500000
2271,2062,Anna Nagar,3.0,Chennai,21000000
2272,1555,Anna Nagar,2.0,Chennai,15500000
2273,1191,Ayapakkam,3.0,Chennai,6400000
2274,2500,Raja Annamalai Puram,3.0,Chennai,37500000
2275,3150,Raja Annamalai Puram,4.0,Chennai,65000000
2276,3150,Raja Annamalai Puram,4.0,Chennai,65000000
2277,540,tambaram west,1.0,Chennai,2979000
2278,525,tambaram west,1.0,Chennai,2950000
2279,1970,Egmore,3.0,Chennai,28000000
2280,550,tambaram west,1.0,Chennai,3011000
2281,975,tambaram west,2.0,Chennai,7500000
2282,3405,Kilpauk,4.0,Chennai,45000000
2283,3050,Alwarpet,3.0,Chennai,54900000
2284,2781,Raja Annamalai Puram,4.0,Chennai,55599999
2285,2348,Raja Annamalai Puram,3.0,Chennai,46900000
2286,2316,Alwarpet,3.0,Chennai,32500000
2287,945,Porur,2.0,Chennai,4063000
2288,765,Porur,1.0,Chennai,3365000
2289,765,Porur,1.0,Chennai,3289000
2290,725,Porur,1.0,Chennai,3117000
2291,2902,Nungambakkam,3.0,Chennai,59000000
2292,2902,Nungambakkam,3.0,Chennai,59000000
2293,1330,Ayapakkam,3.0,Chennai,7200000
2294,1183,Ayapakkam,3.0,Chennai,6400000
2295,697,Ayapakkam,3.0,Chennai,6600000
2296,740,Periyapanicheri,2.0,Chennai,3931000
2297,900,Periyapanicheri,2.0,Chennai,4730000
2298,1060,Periyapanicheri,3.0,Chennai,5529000
2299,700,Periyapanicheri,2.0,Chennai,3732000
2300,760,Periyapanicheri,2.0,Chennai,4033000
2301,740,Periyapanicheri,2.0,Chennai,3931000
2302,500,Kolapakkam,1.0,Chennai,2535000
2303,600,Kolapakkam,1.0,Chennai,3264000
2304,640,Kolapakkam,1.0,Chennai,3347000
2305,720,Kolapakkam,2.0,Chennai,3972999
2306,590,Kolapakkam,2.0,Chennai,2982000
2307,700,Kolapakkam,2.0,Chennai,3869000
2308,500,Kolapakkam,1.0,Chennai,2535000
2309,1090,Kolapakkam,2.0,Chennai,5862000
2310,590,Kolapakkam,2.0,Chennai,2982000
2311,700,Periyapanicheri,2.0,Chennai,3732000
2312,760,Periyapanicheri,2.0,Chennai,4033000
2313,740,Periyapanicheri,2.0,Chennai,3931000
2314,600,Kolapakkam,1.0,Chennai,3264000
2315,1198,Perungudi,2.0,Chennai,7367000
2316,1938,Thiruvanmiyur,3.0,Chennai,24200000
2317,1100,Thoraipakkam OMR,2.0,Chennai,6589000
2318,2610,Raja Annamalai Puram,3.0,Chennai,56100000
2319,2450,Raja Annamalai Puram,3.0,Chennai,52600000
2320,3225,Raja Annamalai Puram,4.0,Chennai,75700000
2321,2255,Raja Annamalai Puram,3.0,Chennai,48400000
2322,3810,Raja Annamalai Puram,4.0,Chennai,104700000
2323,2400,Raja Annamalai Puram,3.0,Chennai,51600000
2324,2200,Raja Annamalai Puram,3.0,Chennai,47300000
2325,1307,Karapakkam,3.0,Chennai,8792000
2326,1314,Karapakkam,3.0,Chennai,8836000
2327,1027,Karapakkam,2.0,Chennai,6995999
2328,1358,Karapakkam,3.0,Chennai,9119000
2329,1024,Karapakkam,2.0,Chennai,6977000
2330,2686,Karapakkam,4.0,Chennai,19000000
2331,1561,Karapakkam,3.0,Chennai,10400000
2332,1296,Karapakkam,3.0,Chennai,8721000
2333,1566,Karapakkam,3.0,Chennai,10400000
2334,1829,Karapakkam,3.0,Chennai,13200000
2335,1564,Karapakkam,3.0,Chennai,10400000
2336,1348,Karapakkam,3.0,Chennai,9055000
2337,1944,Karapakkam,3.0,Chennai,13799999
2338,2630,Karapakkam,4.0,Chennai,18600000
2339,2616,Karapakkam,4.0,Chennai,18500000
2340,1599,Karapakkam,3.0,Chennai,10600000
2341,1173,Perungudi,2.0,Chennai,7213000
2342,1584,Perungudi,3.0,Chennai,9741000
2343,1970,Thiruvanmiyur,3.0,Chennai,24600000
2344,1871,Thiruvanmiyur,3.0,Chennai,23300000
2345,1431,Thiruvanmiyur,2.0,Chennai,17800000
2346,1831,Thiruvanmiyur,3.0,Chennai,22799999
2347,2394,Vadapalani,4.0,Chennai,25299999
2348,1517,Vadapalani,3.0,Chennai,16000000
2349,1516,Vadapalani,3.0,Chennai,16000000
2350,1685,Vadapalani,3.0,Chennai,17800000
2351,1954,Vadapalani,3.0,Chennai,20700000
2352,1888,Vadapalani,3.0,Chennai,20000000
2353,1695,Vadapalani,3.0,Chennai,17900000
2354,1496,Vadapalani,3.0,Chennai,15800000
2355,1891,Vadapalani,3.0,Chennai,20000000
2356,1495,Vadapalani,3.0,Chennai,15800000
2357,1474,Vadapalani,3.0,Chennai,15600000
2358,1611,Vadapalani,3.0,Chennai,17000000
2359,1610,Vadapalani,3.0,Chennai,17000000
2360,1923,Vadapalani,3.0,Chennai,20299999
2361,1925,Vadapalani,3.0,Chennai,20400000
2362,2350,Vadapalani,4.0,Chennai,24900000
2363,915,West Tambaram,2.0,Chennai,3202000
2364,915,West Tambaram,2.0,Chennai,3202000
2365,915,West Tambaram,2.0,Chennai,3202000
2366,1018,Alandur,2.0,Chennai,8900000
2367,913,Kovur,2.0,Chennai,5400000
2368,994,Kelambakkam,2.0,Chennai,5100000
2369,734,Thoraipakkam OMR,2.0,Chennai,6500000
2370,915,West Tambaram,2.0,Chennai,3202000
2371,965,Selaiyur,2.0,Chennai,3377000
2372,1110,West Tambaram,2.0,Chennai,3885000
2373,1062,Vandalur,2.0,Chennai,4000000
2374,1062,Vandalur,2.0,Chennai,4000000
2375,1062,Vandalur,2.0,Chennai,4000000
2376,1062,Vandalur,2.0,Chennai,4000000
2377,1062,Vandalur,2.0,Chennai,4000000
2378,1062,Vandalur,2.0,Chennai,4000000
2379,1062,Vandalur,2.0,Chennai,4000000
2380,852,Pozhichalur,2.0,Chennai,3322000
2381,786,Pozhichalur,2.0,Chennai,3065000
2382,720,Pozhichalur,2.0,Chennai,2808000
2383,840,Pozhichalur,2.0,Chennai,3276000
2384,746,Pozhichalur,2.0,Chennai,2909000
2385,782,Pozhichalur,2.0,Chennai,3049000
2386,733,Pozhichalur,2.0,Chennai,2858000
2387,1565,Kolathur,2.0,Chennai,8216000
2388,1277,Kolathur,2.0,Chennai,6704000
2389,1767,Kolathur,3.0,Chennai,9276000
2390,1938,Kolathur,3.0,Chennai,10100000
2391,2627,Kolathur,3.0,Chennai,13700000
2392,3234,Kolathur,3.0,Chennai,16900000
2393,2020,Kolathur,3.0,Chennai,10600000
2394,1355,Kolathur,2.0,Chennai,7113000
2395,1639,Kolathur,2.0,Chennai,8604000
2396,1859,Kolathur,3.0,Chennai,9759000
2397,1758,Kolathur,3.0,Chennai,9229000
2398,1506,Madipakkam,3.0,Chennai,12100000
2399,1444,Madipakkam,3.0,Chennai,11600000
2400,1282,Madipakkam,3.0,Chennai,10200000
2401,1215,Madipakkam,2.0,Chennai,9742000
2402,1464,Madipakkam,3.0,Chennai,11700000
2403,965,Madipakkam,2.0,Chennai,7867000
2404,1100,Madipakkam,2.0,Chennai,8767000
2405,1068,Madipakkam,2.0,Chennai,8589000
2406,1975,Adyar,3.0,Chennai,30000000
2407,1975,Thiruvanmiyur,3.0,Chennai,30000000
2408,1024,Maduravoyal,2.0,Chennai,6500000
2409,592,Vanagaram,1.0,Chennai,4000000
2410,1076,Pallavaram,2.0,Chennai,9000000
2411,1060,Vandalur,2.0,Chennai,4000000
2412,1276,Madhavaram,2.0,Chennai,7500000
2413,984,Kolathur,2.0,Chennai,6396000
2414,983,Kolathur,2.0,Chennai,6389000
2415,983,Anna Nagar,2.0,Chennai,6389000
2416,1051,Anna Nagar,2.0,Chennai,6831000
2417,994,Kolathur,2.0,Chennai,6461000
2418,1021,Anna Nagar,2.0,Chennai,6636000
2419,963,Anna Nagar,2.0,Chennai,6259000
2420,983,Anna Nagar,2.0,Chennai,6389000
2421,1010,Anna Nagar,2.0,Chennai,6565000
2422,1069,Korattur,2.0,Chennai,6948000
2423,994,Kolathur,2.0,Chennai,6461000
2424,984,Kolathur,2.0,Chennai,6396000
2425,1021,Anna Nagar,2.0,Chennai,6636000
2426,994,Korattur,2.0,Chennai,6461000
2427,983,Kolathur,2.0,Chennai,6389000
2428,1321,Korattur,2.0,Chennai,7569000
2429,639,Avadi,2.0,Chennai,2725000
2430,645,Avadi,2.0,Chennai,2725000
2431,750,Sunnambu Kolathur S Kolathur,2.0,Chennai,3500000
2432,984,Thoraipakkam,2.0,Chennai,7600000
2433,1128,Manikandan Nagar,3.0,Chennai,5978000
2434,1123,Ullagaram,3.0,Chennai,5900000
2435,880,Kovilambakkam,2.0,Chennai,4600000
2436,1080,Kovilambakkam,3.0,Chennai,5700000
2437,1080,Kovilambakkam,3.0,Chennai,5700000
2438,809,Kovilambakkam,2.0,Chennai,4200000
2439,1058,Ullagaram,3.0,Chennai,5861000
2440,1116,Ullagaram,3.0,Chennai,6138000
